"","geocod","geodsg","valor","sinal_conv","sinal_conv_desc","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"2229","11D1819","Tabuaço",NA,"-","Dado nulo ou não aplicável","Tabuaço","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171819","2.º Semestre de 2019","NUTSIII"
"2230","11D1820","Tarouca",NA,"-","Dado nulo ou não aplicável","Tarouca","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171820","2.º Semestre de 2019","NUTSIII"
"2231","11D0409","Torre de Moncorvo",NA,"-","Dado nulo ou não aplicável","Torre de Moncorvo","Norte","Douro","ULS Nordeste","Continente","Norte","1170409","2.º Semestre de 2019","NUTSIII"
"2232","11D0914","Vila Nova de Foz Côa",2.2,"","","Vila Nova de Foz Côa","Centro","Douro","ULS Guarda","Continente","Norte","1170914","2.º Semestre de 2019","NUTSIII"
"2233","11D1714","Vila Real",3.71,"","","Vila Real","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171714","2.º Semestre de 2019","NUTSIII"
"2234","11E0401","Alfândega da Fé",NA,"-","Dado nulo ou não aplicável","Alfândega da Fé","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180401","2.º Semestre de 2019","NUTSIII"
"2235","11E0402","Bragança",2.63,"","","Bragança","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180402","2.º Semestre de 2019","NUTSIII"
"2236","11E0405","Macedo de Cavaleiros",2.25,"","","Macedo de Cavaleiros","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180405","2.º Semestre de 2019","NUTSIII"
"2237","11E0406","Miranda do Douro",NA,"-","Dado nulo ou não aplicável","Miranda do Douro","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180406","2.º Semestre de 2019","NUTSIII"
"2238","11E0407","Mirandela",2.43,"","","Mirandela","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180407","2.º Semestre de 2019","NUTSIII"
"2239","11E0408","Mogadouro",NA,"-","Dado nulo ou não aplicável","Mogadouro","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180408","2.º Semestre de 2019","NUTSIII"
"2240","11E0410","Vila Flor",NA,"-","Dado nulo ou não aplicável","Vila Flor","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1170410","2.º Semestre de 2019","NUTSIII"
"2241","11E0411","Vimioso",NA,"-","Dado nulo ou não aplicável","Vimioso","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180411","2.º Semestre de 2019","NUTSIII"
"2242","11E0412","Vinhais",NA,"-","Dado nulo ou não aplicável","Vinhais","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180412","2.º Semestre de 2019","NUTSIII"
"2243","16B1001","Alcobaça",3.59,"","","Alcobaça","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1001","2.º Semestre de 2019","NUTSIII"
"2244","16B1101","Alenquer",4.49,"","","Alenquer","Lisboa e Vale do Tejo","Oeste","ACeS Estuário do Tejo","Continente","Centro","16B1101","2.º Semestre de 2019","NUTSIII"
"2245","16B1102","Arruda dos Vinhos",5.22,"","","Arruda dos Vinhos","Lisboa e Vale do Tejo","Oeste","ACeS Estuário do Tejo","Continente","Centro","16B1102","2.º Semestre de 2019","NUTSIII"
"2246","16B1005","Bombarral",3.21,"","","Bombarral","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1005","2.º Semestre de 2019","NUTSIII"
"2247","16B1104","Cadaval",2.64,"","","Cadaval","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1104","2.º Semestre de 2019","NUTSIII"
"2248","16B1006","Caldas da Rainha",4.47,"","","Caldas da Rainha","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1006","2.º Semestre de 2019","NUTSIII"
"2249","16B1108","Lourinhã",3.99,"","","Lourinhã","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1108","2.º Semestre de 2019","NUTSIII"
"2250","16B1011","Nazaré",4.04,"","","Nazaré","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1011","2.º Semestre de 2019","NUTSIII"
"2251","16B1012","Óbidos",4.15,"","","Óbidos","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1012","2.º Semestre de 2019","NUTSIII"
"2252","16B1014","Peniche",4.43,"","","Peniche","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1014","2.º Semestre de 2019","NUTSIII"
"2253","16B1112","Sobral de Monte Agraço",4.08,"","","Sobral de Monte Agraço","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1112","2.º Semestre de 2019","NUTSIII"
"2254","16B1113","Torres Vedras",5.27,"","","Torres Vedras","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1113","2.º Semestre de 2019","NUTSIII"
"2255","16D0101","Águeda",3.66,"","","Águeda","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610101","2.º Semestre de 2019","NUTSIII"
"2256","16D0102","Albergaria-a-Velha",3.85,"","","Albergaria-a-Velha","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610102","2.º Semestre de 2019","NUTSIII"
"2257","16D0103","Anadia",2.99,"","","Anadia","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610103","2.º Semestre de 2019","NUTSIII"
"2258","16D0105","Aveiro",5.56,"","","Aveiro","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610105","2.º Semestre de 2019","NUTSIII"
"2259","16D0108","Estarreja",3.41,"","","Estarreja","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610108","2.º Semestre de 2019","NUTSIII"
"2260","16D0110","Ílhavo",4.81,"","","Ílhavo","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610110","2.º Semestre de 2019","NUTSIII"
"2261","16D0112","Murtosa",3.78,"","","Murtosa","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610112","2.º Semestre de 2019","NUTSIII"
"2262","16D0114","Oliveira do Bairro",3.39,"","","Oliveira do Bairro","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610114","2.º Semestre de 2019","NUTSIII"
"2263","16D0115","Ovar",4.34,"","","Ovar","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610115","2.º Semestre de 2019","NUTSIII"
"2264","16D0117","Sever do Vouga",2.86,"","","Sever do Vouga","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610117","2.º Semestre de 2019","NUTSIII"
"2265","16D0118","Vagos",3.61,"","","Vagos","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610118","2.º Semestre de 2019","NUTSIII"
"2266","16E0601","Arganil",2.72,"","","Arganil","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640601","2.º Semestre de 2019","NUTSIII"
"2267","16E0602","Cantanhede",3.34,"","","Cantanhede","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620602","2.º Semestre de 2019","NUTSIII"
"2268","16E0603","Coimbra",5.71,"","","Coimbra","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620603","2.º Semestre de 2019","NUTSIII"
"2269","16E0604","Condeixa-a-Nova",3.82,"","","Condeixa-a-Nova","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620604","2.º Semestre de 2019","NUTSIII"
"2270","16E0605","Figueira da Foz",4.46,"","","Figueira da Foz","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620605","2.º Semestre de 2019","NUTSIII"
"2271","16E0606","Góis",NA,"-","Dado nulo ou não aplicável","Góis","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640606","2.º Semestre de 2019","NUTSIII"
"2272","16E0607","Lousã",2.8,"","","Lousã","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640607","2.º Semestre de 2019","NUTSIII"
"2273","16E0111","Mealhada",3.26,"","","Mealhada","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1610111","2.º Semestre de 2019","NUTSIII"
"2274","16E0608","Mira",3.09,"","","Mira","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620608","2.º Semestre de 2019","NUTSIII"
"2275","16E0609","Miranda do Corvo",3.05,"","","Miranda do Corvo","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640609","2.º Semestre de 2019","NUTSIII"
"2276","16E0610","Montemor-o-Velho",3.45,"","","Montemor-o-Velho","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620610","2.º Semestre de 2019","NUTSIII"
"2277","16E1808","Mortágua",2.66,"","","Mortágua","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1651808","2.º Semestre de 2019","NUTSIII"
"2278","16E0611","Oliveira do Hospital",2.53,"","","Oliveira do Hospital","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640611","2.º Semestre de 2019","NUTSIII"
"2279","16E0612","Pampilhosa da Serra",NA,"-","Dado nulo ou não aplicável","Pampilhosa da Serra","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640612","2.º Semestre de 2019","NUTSIII"
"2280","16E0613","Penacova",NA,"-","Dado nulo ou não aplicável","Penacova","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620613","2.º Semestre de 2019","NUTSIII"
"2281","16E0614","Penela",NA,"-","Dado nulo ou não aplicável","Penela","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640614","2.º Semestre de 2019","NUTSIII"
"2282","16E0615","Soure",2.8,"","","Soure","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620615","2.º Semestre de 2019","NUTSIII"
"2283","16E0616","Tábua",3.14,"","","Tábua","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640616","2.º Semestre de 2019","NUTSIII"
"2284","16E0617","Vila Nova de Poiares",2.69,"","","Vila Nova de Poiares","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640617","2.º Semestre de 2019","NUTSIII"
"2285","16F1002","Alvaiázere",NA,"-","Dado nulo ou não aplicável","Alvaiázere","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641002","2.º Semestre de 2019","NUTSIII"
"2286","16F1003","Ansião",3.08,"","","Ansião","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641003","2.º Semestre de 2019","NUTSIII"
"2287","16F1004","Batalha",3.4,"","","Batalha","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631004","2.º Semestre de 2019","NUTSIII"
"2288","16F1007","Castanheira de Pêra",NA,"-","Dado nulo ou não aplicável","Castanheira de Pêra","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641007","2.º Semestre de 2019","NUTSIII"
"2289","16F1008","Figueiró dos Vinhos",NA,"-","Dado nulo ou não aplicável","Figueiró dos Vinhos","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641008","2.º Semestre de 2019","NUTSIII"
"2290","16F1009","Leiria",4.42,"","","Leiria","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631009","2.º Semestre de 2019","NUTSIII"
"2291","16F1010","Marinha Grande",3.64,"","","Marinha Grande","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631010","2.º Semestre de 2019","NUTSIII"
"2292","16F1013","Pedrógão Grande",NA,"-","Dado nulo ou não aplicável","Pedrógão Grande","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641013","2.º Semestre de 2019","NUTSIII"
"2293","16F1015","Pombal",3.48,"","","Pombal","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631015","2.º Semestre de 2019","NUTSIII"
"2294","16F1016","Porto de Mós",3.14,"","","Porto de Mós","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631016","2.º Semestre de 2019","NUTSIII"
"2295","16G0901","Aguiar da Beira",NA,"-","Dado nulo ou não aplicável","Aguiar da Beira","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1650901","2.º Semestre de 2019","NUTSIII"
"2296","16G1802","Carregal do Sal",2.58,"","","Carregal do Sal","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651802","2.º Semestre de 2019","NUTSIII"
"2297","16G1803","Castro Daire",NA,"-","Dado nulo ou não aplicável","Castro Daire","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651803","2.º Semestre de 2019","NUTSIII"
"2298","16G1806","Mangualde",2.58,"","","Mangualde","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651806","2.º Semestre de 2019","NUTSIII"
"2299","16G1809","Nelas",2.6,"","","Nelas","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651809","2.º Semestre de 2019","NUTSIII"
"2300","16G1810","Oliveira de Frades",3.13,"","","Oliveira de Frades","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651810","2.º Semestre de 2019","NUTSIII"
"2301","16G1811","Penalva do Castelo",NA,"-","Dado nulo ou não aplicável","Penalva do Castelo","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651811","2.º Semestre de 2019","NUTSIII"
"2302","16G1814","Santa Comba Dão",2.91,"","","Santa Comba Dão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651814","2.º Semestre de 2019","NUTSIII"
"2303","16G1816","São Pedro do Sul",3.32,"","","São Pedro do Sul","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651816","2.º Semestre de 2019","NUTSIII"
"2304","16G1817","Sátão",2.07,"","","Sátão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651817","2.º Semestre de 2019","NUTSIII"
"2305","16G1821","Tondela",3.4,"","","Tondela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651821","2.º Semestre de 2019","NUTSIII"
"2306","16G1822","Vila Nova de Paiva",NA,"-","Dado nulo ou não aplicável","Vila Nova de Paiva","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651822","2.º Semestre de 2019","NUTSIII"
"2307","16G1823","Viseu",3.94,"","","Viseu","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651823","2.º Semestre de 2019","NUTSIII"
"2308","16G1824","Vouzela",NA,"-","Dado nulo ou não aplicável","Vouzela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651824","2.º Semestre de 2019","NUTSIII"
"2309","16H0502","Castelo Branco",3.14,"","","Castelo Branco","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690502","2.º Semestre de 2019","NUTSIII"
"2310","16H0505","Idanha-a-Nova",NA,"-","Dado nulo ou não aplicável","Idanha-a-Nova","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690505","2.º Semestre de 2019","NUTSIII"
"2311","16H0506","Oleiros",NA,"-","Dado nulo ou não aplicável","Oleiros","Centro","Beira Baixa","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660506","2.º Semestre de 2019","NUTSIII"
"2312","16H0507","Penamacor",NA,"-","Dado nulo ou não aplicável","Penamacor","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690507","2.º Semestre de 2019","NUTSIII"
"2313","16H0508","Proença-a-Nova",NA,"-","Dado nulo ou não aplicável","Proença-a-Nova","Centro","Beira Baixa","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660508","2.º Semestre de 2019","NUTSIII"
"2314","16H0511","Vila Velha de Ródão",NA,"-","Dado nulo ou não aplicável","Vila Velha de Ródão","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690511","2.º Semestre de 2019","NUTSIII"
"2315","16I1401","Abrantes",3.05,"","","Abrantes","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1401","2.º Semestre de 2019","NUTSIII"
"2316","16I1402","Alcanena",2.8,"","","Alcanena","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1402","2.º Semestre de 2019","NUTSIII"
"2317","16I1408","Constância",NA,"-","Dado nulo ou não aplicável","Constância","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1408","2.º Semestre de 2019","NUTSIII"
"2318","16I1410","Entroncamento",3.36,"","","Entroncamento","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1410","2.º Semestre de 2019","NUTSIII"
"2319","16I1411","Ferreira do Zêzere",NA,"-","Dado nulo ou não aplicável","Ferreira do Zêzere","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1411","2.º Semestre de 2019","NUTSIII"
"2320","16I1413","Mação",NA,"-","Dado nulo ou não aplicável","Mação","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","1661413","2.º Semestre de 2019","NUTSIII"
"2321","16I1421","Ourém",3.58,"","","Ourém","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1421","2.º Semestre de 2019","NUTSIII"
"2322","16I1417","Sardoal",NA,"-","Dado nulo ou não aplicável","Sardoal","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1417","2.º Semestre de 2019","NUTSIII"
"2323","16I0509","Sertã",2.8,"","","Sertã","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660509","2.º Semestre de 2019","NUTSIII"
"2324","16I1418","Tomar",3.86,"","","Tomar","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1418","2.º Semestre de 2019","NUTSIII"
"2325","16I1419","Torres Novas",3.44,"","","Torres Novas","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1419","2.º Semestre de 2019","NUTSIII"
"2326","16I0510","Vila de Rei",NA,"-","Dado nulo ou não aplicável","Vila de Rei","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660510","2.º Semestre de 2019","NUTSIII"
"2327","16I1420","Vila Nova da Barquinha",3.22,"","","Vila Nova da Barquinha","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1420","2.º Semestre de 2019","NUTSIII"
"2328","16J0902","Almeida",NA,"-","Dado nulo ou não aplicável","Almeida","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680902","2.º Semestre de 2019","NUTSIII"
"2329","16J0501","Belmonte",1.88,"","","Belmonte","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0501","2.º Semestre de 2019","NUTSIII"
"2330","16J0903","Celorico da Beira",NA,"-","Dado nulo ou não aplicável","Celorico da Beira","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680903","2.º Semestre de 2019","NUTSIII"
"2331","16J0503","Covilhã",3.18,"","","Covilhã","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0503","2.º Semestre de 2019","NUTSIII"
"2332","16J0904","Figueira de Castelo Rodrigo",NA,"-","Dado nulo ou não aplicável","Figueira de Castelo Rodrigo","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680904","2.º Semestre de 2019","NUTSIII"
"2333","16J0905","Fornos de Algodres",NA,"-","Dado nulo ou não aplicável","Fornos de Algodres","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670905","2.º Semestre de 2019","NUTSIII"
"2334","16J0504","Fundão",3.24,"","","Fundão","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0504","2.º Semestre de 2019","NUTSIII"
"2335","16J0906","Gouveia",2.64,"","","Gouveia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670906","2.º Semestre de 2019","NUTSIII"
"2336","16J0907","Guarda",3.09,"","","Guarda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680907","2.º Semestre de 2019","NUTSIII"
"2337","16J0908","Manteigas",NA,"-","Dado nulo ou não aplicável","Manteigas","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680908","2.º Semestre de 2019","NUTSIII"
"2338","16J0909","Mêda",NA,"-","Dado nulo ou não aplicável","Mêda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680909","2.º Semestre de 2019","NUTSIII"
"2339","16J0910","Pinhel",NA,"-","Dado nulo ou não aplicável","Pinhel","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680910","2.º Semestre de 2019","NUTSIII"
"2340","16J0911","Sabugal",NA,"-","Dado nulo ou não aplicável","Sabugal","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680911","2.º Semestre de 2019","NUTSIII"
"2341","16J0912","Seia",2.59,"","","Seia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670912","2.º Semestre de 2019","NUTSIII"
"2342","16J0913","Trancoso",NA,"-","Dado nulo ou não aplicável","Trancoso","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680913","2.º Semestre de 2019","NUTSIII"
"2343","1701502","Alcochete",5.88,"","","Alcochete","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721502","2.º Semestre de 2019","NUTSIII"
"2344","1701503","Almada",7.77,"","","Almada","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721503","2.º Semestre de 2019","NUTSIII"
"2345","1701115","Amadora",8.33,"","","Amadora","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Amadora","Continente","Área Metropolitana de Lisboa","1711115","2.º Semestre de 2019","NUTSIII"
"2346","1701504","Barreiro",6.24,"","","Barreiro","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721504","2.º Semestre de 2019","NUTSIII"
"2347","1701105","Cascais",10.71,"","","Cascais","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Cascais","Continente","Área Metropolitana de Lisboa","1711105","2.º Semestre de 2019","NUTSIII"
"2348","1701106","Lisboa",11.96,"","","Lisboa","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Lisboa Norte + Lisboa Central","Continente","Área Metropolitana de Lisboa","1711106","2.º Semestre de 2019","NUTSIII"
"2349","1701107","Loures",7.24,"","","Loures","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711107","2.º Semestre de 2019","NUTSIII"
"2350","1701109","Mafra",6.22,"","","Mafra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Oeste Sul","Continente","Área Metropolitana de Lisboa","1711109","2.º Semestre de 2019","NUTSIII"
"2351","1701506","Moita",5,"","","Moita","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721506","2.º Semestre de 2019","NUTSIII"
"2352","1701507","Montijo",5.99,"","","Montijo","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721507","2.º Semestre de 2019","NUTSIII"
"2353","1701116","Odivelas",7.67,"","","Odivelas","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711116","2.º Semestre de 2019","NUTSIII"
"2354","1701110","Oeiras",10.18,"","","Oeiras","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","Lisboa Ocidental/Oeiras","Continente","Área Metropolitana de Lisboa","1711110","2.º Semestre de 2019","NUTSIII"
"2355","1701508","Palmela",5.44,"","","Palmela","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721508","2.º Semestre de 2019","NUTSIII"
"2356","1701510","Seixal",6.29,"","","Seixal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721510","2.º Semestre de 2019","NUTSIII"
"2357","1701511","Sesimbra",5.56,"","","Sesimbra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721511","2.º Semestre de 2019","NUTSIII"
"2358","1701512","Setúbal",6.1,"","","Setúbal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721512","2.º Semestre de 2019","NUTSIII"
"2359","1701111","Sintra",6.79,"","","Sintra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Sintra","Continente","Área Metropolitana de Lisboa","1711111","2.º Semestre de 2019","NUTSIII"
"2360","1701114","Vila Franca de Xira",6.33,"","","Vila Franca de Xira","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Estuário do Tejo","Continente","Área Metropolitana de Lisboa","1711114","2.º Semestre de 2019","NUTSIII"
"2361","1811501","Alcácer do Sal",3.97,"","","Alcácer do Sal","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811501","2.º Semestre de 2019","NUTSIII"
"2362","1811505","Grândola",4.5,"","","Grândola","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811505","2.º Semestre de 2019","NUTSIII"
"2363","1810211","Odemira",4,"","","Odemira","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1810211","2.º Semestre de 2019","NUTSIII"
"2364","1811509","Santiago do Cacém",4.51,"","","Santiago do Cacém","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811509","2.º Semestre de 2019","NUTSIII"
"2365","1811513","Sines",5.38,"","","Sines","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811513","2.º Semestre de 2019","NUTSIII"
"2366","1840201","Aljustrel",NA,"-","Dado nulo ou não aplicável","Aljustrel","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840201","2.º Semestre de 2019","NUTSIII"
"2367","1840202","Almodôvar",NA,"-","Dado nulo ou não aplicável","Almodôvar","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840202","2.º Semestre de 2019","NUTSIII"
"2368","1840203","Alvito",NA,"-","Dado nulo ou não aplicável","Alvito","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840203","2.º Semestre de 2019","NUTSIII"
"2369","1840204","Barrancos",NA,"-","Dado nulo ou não aplicável","Barrancos","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840204","2.º Semestre de 2019","NUTSIII"
