"","geocod","geodsg","valor","sinal_conv","sinal_conv_desc","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"1662","16E0611","Oliveira do Hospital",2.46,"","","Oliveira do Hospital","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640611","2.º Semestre de 2017","NUTSIII"
"1663","16E0612","Pampilhosa da Serra",NA,"-","Dado nulo ou não aplicável","Pampilhosa da Serra","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640612","2.º Semestre de 2017","NUTSIII"
"1664","16E0613","Penacova",NA,"-","Dado nulo ou não aplicável","Penacova","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620613","2.º Semestre de 2017","NUTSIII"
"1665","16E0614","Penela",NA,"-","Dado nulo ou não aplicável","Penela","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640614","2.º Semestre de 2017","NUTSIII"
"1666","16E0615","Soure",2.83,"","","Soure","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620615","2.º Semestre de 2017","NUTSIII"
"1667","16E0616","Tábua",2.66,"","","Tábua","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640616","2.º Semestre de 2017","NUTSIII"
"1668","16E0617","Vila Nova de Poiares",2.45,"","","Vila Nova de Poiares","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640617","2.º Semestre de 2017","NUTSIII"
"1669","16F1002","Alvaiázere",NA,"-","Dado nulo ou não aplicável","Alvaiázere","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641002","2.º Semestre de 2017","NUTSIII"
"1670","16F1003","Ansião",2.53,"","","Ansião","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641003","2.º Semestre de 2017","NUTSIII"
"1671","16F1004","Batalha",2.75,"","","Batalha","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631004","2.º Semestre de 2017","NUTSIII"
"1672","16F1007","Castanheira de Pêra",NA,"-","Dado nulo ou não aplicável","Castanheira de Pêra","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641007","2.º Semestre de 2017","NUTSIII"
"1673","16F1008","Figueiró dos Vinhos",NA,"-","Dado nulo ou não aplicável","Figueiró dos Vinhos","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641008","2.º Semestre de 2017","NUTSIII"
"1674","16F1009","Leiria",3.82,"","","Leiria","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631009","2.º Semestre de 2017","NUTSIII"
"1675","16F1010","Marinha Grande",3.28,"","","Marinha Grande","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631010","2.º Semestre de 2017","NUTSIII"
"1676","16F1013","Pedrógão Grande",NA,"-","Dado nulo ou não aplicável","Pedrógão Grande","Centro","Região de Leiria","ACeS Pinhal Interior Norte","Continente","Centro","1641013","2.º Semestre de 2017","NUTSIII"
"1677","16F1015","Pombal",3.12,"","","Pombal","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631015","2.º Semestre de 2017","NUTSIII"
"1678","16F1016","Porto de Mós",2.51,"","","Porto de Mós","Centro","Região de Leiria","ACeS Pinhal Litoral","Continente","Centro","1631016","2.º Semestre de 2017","NUTSIII"
"1679","16G0901","Aguiar da Beira",NA,"-","Dado nulo ou não aplicável","Aguiar da Beira","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1650901","2.º Semestre de 2017","NUTSIII"
"1680","16G1802","Carregal do Sal",2.28,"","","Carregal do Sal","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651802","2.º Semestre de 2017","NUTSIII"
"1681","16G1803","Castro Daire",2.22,"","","Castro Daire","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651803","2.º Semestre de 2017","NUTSIII"
"1682","16G1806","Mangualde",2.35,"","","Mangualde","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651806","2.º Semestre de 2017","NUTSIII"
"1683","16G1809","Nelas",2.38,"","","Nelas","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651809","2.º Semestre de 2017","NUTSIII"
"1684","16G1810","Oliveira de Frades",2.59,"","","Oliveira de Frades","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651810","2.º Semestre de 2017","NUTSIII"
"1685","16G1811","Penalva do Castelo",NA,"-","Dado nulo ou não aplicável","Penalva do Castelo","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651811","2.º Semestre de 2017","NUTSIII"
"1686","16G1814","Santa Comba Dão",2.79,"","","Santa Comba Dão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651814","2.º Semestre de 2017","NUTSIII"
"1687","16G1816","São Pedro do Sul",2.83,"","","São Pedro do Sul","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651816","2.º Semestre de 2017","NUTSIII"
"1688","16G1817","Sátão",1.77,"","","Sátão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651817","2.º Semestre de 2017","NUTSIII"
"1689","16G1821","Tondela",3.02,"","","Tondela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651821","2.º Semestre de 2017","NUTSIII"
"1690","16G1822","Vila Nova de Paiva",NA,"-","Dado nulo ou não aplicável","Vila Nova de Paiva","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651822","2.º Semestre de 2017","NUTSIII"
"1691","16G1823","Viseu",3.34,"","","Viseu","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651823","2.º Semestre de 2017","NUTSIII"
"1692","16G1824","Vouzela",NA,"-","Dado nulo ou não aplicável","Vouzela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651824","2.º Semestre de 2017","NUTSIII"
"1693","16H0502","Castelo Branco",2.94,"","","Castelo Branco","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690502","2.º Semestre de 2017","NUTSIII"
"1694","16H0505","Idanha-a-Nova",NA,"-","Dado nulo ou não aplicável","Idanha-a-Nova","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690505","2.º Semestre de 2017","NUTSIII"
"1695","16H0506","Oleiros",NA,"-","Dado nulo ou não aplicável","Oleiros","Centro","Beira Baixa","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660506","2.º Semestre de 2017","NUTSIII"
"1696","16H0507","Penamacor",NA,"-","Dado nulo ou não aplicável","Penamacor","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690507","2.º Semestre de 2017","NUTSIII"
"1697","16H0508","Proença-a-Nova",NA,"-","Dado nulo ou não aplicável","Proença-a-Nova","Centro","Beira Baixa","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660508","2.º Semestre de 2017","NUTSIII"
"1698","16H0511","Vila Velha de Ródão",NA,"-","Dado nulo ou não aplicável","Vila Velha de Ródão","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690511","2.º Semestre de 2017","NUTSIII"
"1699","16I1401","Abrantes",2.65,"","","Abrantes","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1401","2.º Semestre de 2017","NUTSIII"
"1700","16I1402","Alcanena",2.39,"","","Alcanena","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1402","2.º Semestre de 2017","NUTSIII"
"1701","16I1408","Constância",NA,"-","Dado nulo ou não aplicável","Constância","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1408","2.º Semestre de 2017","NUTSIII"
"1702","16I1410","Entroncamento",3.06,"","","Entroncamento","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1410","2.º Semestre de 2017","NUTSIII"
"1703","16I1411","Ferreira do Zêzere",NA,"-","Dado nulo ou não aplicável","Ferreira do Zêzere","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1411","2.º Semestre de 2017","NUTSIII"
"1704","16I1413","Mação",NA,"-","Dado nulo ou não aplicável","Mação","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","1661413","2.º Semestre de 2017","NUTSIII"
"1705","16I1421","Ourém",3.17,"","","Ourém","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1421","2.º Semestre de 2017","NUTSIII"
"1706","16I1417","Sardoal",NA,"-","Dado nulo ou não aplicável","Sardoal","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1417","2.º Semestre de 2017","NUTSIII"
"1707","16I0509","Sertã",2.69,"","","Sertã","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660509","2.º Semestre de 2017","NUTSIII"
"1708","16I1418","Tomar",3.29,"","","Tomar","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1418","2.º Semestre de 2017","NUTSIII"
"1709","16I1419","Torres Novas",3.15,"","","Torres Novas","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1419","2.º Semestre de 2017","NUTSIII"
"1710","16I0510","Vila de Rei",NA,"-","Dado nulo ou não aplicável","Vila de Rei","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660510","2.º Semestre de 2017","NUTSIII"
"1711","16I1420","Vila Nova da Barquinha",2.76,"","","Vila Nova da Barquinha","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1420","2.º Semestre de 2017","NUTSIII"
"1712","16J0902","Almeida",NA,"-","Dado nulo ou não aplicável","Almeida","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680902","2.º Semestre de 2017","NUTSIII"
"1713","16J0501","Belmonte",1.6,"","","Belmonte","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0501","2.º Semestre de 2017","NUTSIII"
"1714","16J0903","Celorico da Beira",NA,"-","Dado nulo ou não aplicável","Celorico da Beira","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680903","2.º Semestre de 2017","NUTSIII"
"1715","16J0503","Covilhã",2.93,"","","Covilhã","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0503","2.º Semestre de 2017","NUTSIII"
"1716","16J0904","Figueira de Castelo Rodrigo",NA,"-","Dado nulo ou não aplicável","Figueira de Castelo Rodrigo","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680904","2.º Semestre de 2017","NUTSIII"
"1717","16J0905","Fornos de Algodres",NA,"-","Dado nulo ou não aplicável","Fornos de Algodres","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670905","2.º Semestre de 2017","NUTSIII"
"1718","16J0504","Fundão",2.91,"","","Fundão","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0504","2.º Semestre de 2017","NUTSIII"
"1719","16J0906","Gouveia",2.5,"","","Gouveia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670906","2.º Semestre de 2017","NUTSIII"
"1720","16J0907","Guarda",2.9,"","","Guarda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680907","2.º Semestre de 2017","NUTSIII"
"1721","16J0908","Manteigas",NA,"-","Dado nulo ou não aplicável","Manteigas","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680908","2.º Semestre de 2017","NUTSIII"
"1722","16J0909","Mêda",NA,"-","Dado nulo ou não aplicável","Mêda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680909","2.º Semestre de 2017","NUTSIII"
"1723","16J0910","Pinhel",NA,"-","Dado nulo ou não aplicável","Pinhel","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680910","2.º Semestre de 2017","NUTSIII"
"1724","16J0911","Sabugal",NA,"-","Dado nulo ou não aplicável","Sabugal","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680911","2.º Semestre de 2017","NUTSIII"
"1725","16J0912","Seia",2.48,"","","Seia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670912","2.º Semestre de 2017","NUTSIII"
"1726","16J0913","Trancoso",NA,"-","Dado nulo ou não aplicável","Trancoso","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680913","2.º Semestre de 2017","NUTSIII"
"1727","1701502","Alcochete",4.7,"","","Alcochete","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721502","2.º Semestre de 2017","NUTSIII"
"1728","1701503","Almada",6,"","","Almada","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721503","2.º Semestre de 2017","NUTSIII"
"1729","1701115","Amadora",6.43,"","","Amadora","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Amadora","Continente","Área Metropolitana de Lisboa","1711115","2.º Semestre de 2017","NUTSIII"
"1730","1701504","Barreiro",4.55,"","","Barreiro","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721504","2.º Semestre de 2017","NUTSIII"
"1731","1701105","Cascais",8.06,"","","Cascais","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Cascais","Continente","Área Metropolitana de Lisboa","1711105","2.º Semestre de 2017","NUTSIII"
"1732","1701106","Lisboa",9.62,"","","Lisboa","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Lisboa Norte + Lisboa Central","Continente","Área Metropolitana de Lisboa","1711106","2.º Semestre de 2017","NUTSIII"
"1733","1701107","Loures",5.8,"","","Loures","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711107","2.º Semestre de 2017","NUTSIII"
"1734","1701109","Mafra",4.73,"","","Mafra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Oeste Sul","Continente","Área Metropolitana de Lisboa","1711109","2.º Semestre de 2017","NUTSIII"
"1735","1701506","Moita",4.03,"","","Moita","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721506","2.º Semestre de 2017","NUTSIII"
"1736","1701507","Montijo",4.47,"","","Montijo","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721507","2.º Semestre de 2017","NUTSIII"
"1737","1701116","Odivelas",6.17,"","","Odivelas","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711116","2.º Semestre de 2017","NUTSIII"
"1738","1701110","Oeiras",7.84,"","","Oeiras","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","Lisboa Ocidental/Oeiras","Continente","Área Metropolitana de Lisboa","1711110","2.º Semestre de 2017","NUTSIII"
"1739","1701508","Palmela",4.31,"","","Palmela","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721508","2.º Semestre de 2017","NUTSIII"
"1740","1701510","Seixal",4.87,"","","Seixal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721510","2.º Semestre de 2017","NUTSIII"
"1741","1701511","Sesimbra",4.68,"","","Sesimbra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721511","2.º Semestre de 2017","NUTSIII"
"1742","1701512","Setúbal",4.5,"","","Setúbal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721512","2.º Semestre de 2017","NUTSIII"
"1743","1701111","Sintra",5.26,"","","Sintra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Sintra","Continente","Área Metropolitana de Lisboa","1711111","2.º Semestre de 2017","NUTSIII"
"1744","1701114","Vila Franca de Xira",4.86,"","","Vila Franca de Xira","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Estuário do Tejo","Continente","Área Metropolitana de Lisboa","1711114","2.º Semestre de 2017","NUTSIII"
"1745","1811501","Alcácer do Sal",3.56,"","","Alcácer do Sal","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811501","2.º Semestre de 2017","NUTSIII"
"1746","1811505","Grândola",3.6,"","","Grândola","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811505","2.º Semestre de 2017","NUTSIII"
"1747","1810211","Odemira",3.96,"","","Odemira","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1810211","2.º Semestre de 2017","NUTSIII"
"1748","1811509","Santiago do Cacém",3.92,"","","Santiago do Cacém","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811509","2.º Semestre de 2017","NUTSIII"
"1749","1811513","Sines",4.76,"","","Sines","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811513","2.º Semestre de 2017","NUTSIII"
"1750","1840201","Aljustrel",NA,"-","Dado nulo ou não aplicável","Aljustrel","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840201","2.º Semestre de 2017","NUTSIII"
"1751","1840202","Almodôvar",3.33,"","","Almodôvar","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840202","2.º Semestre de 2017","NUTSIII"
"1752","1840203","Alvito",NA,"-","Dado nulo ou não aplicável","Alvito","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840203","2.º Semestre de 2017","NUTSIII"
"1753","1840204","Barrancos",NA,"-","Dado nulo ou não aplicável","Barrancos","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840204","2.º Semestre de 2017","NUTSIII"
"1754","1840205","Beja",3.76,"","","Beja","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840205","2.º Semestre de 2017","NUTSIII"
