geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor
1601,Arcos de Valdevez,2,M,87,86 anos,129
1601,Arcos de Valdevez,2,M,79,78 anos,166
1601,Arcos de Valdevez,2,M,26,25 anos,81
1601,Arcos de Valdevez,2,M,69,68 anos,180
1601,Arcos de Valdevez,2,M,91,90 anos,65
1601,Arcos de Valdevez,2,M,101,100 ou mais anos,11
1601,Arcos de Valdevez,2,M,82,81 anos,170
1601,Arcos de Valdevez,T,HM,72,71 anos,342
1601,Arcos de Valdevez,T,HM,56,55 anos,254
1601,Arcos de Valdevez,T,HM,28,27 anos,178
1601,Arcos de Valdevez,T,HM,91,90 anos,107
1601,Arcos de Valdevez,T,HM,20,19 anos,173
1601,Arcos de Valdevez,T,HM,100,99 anos,6
1601,Arcos de Valdevez,T,HM,6,5 anos,128
1601,Arcos de Valdevez,T,HM,57,56 anos,278
1601,Arcos de Valdevez,1,H,4,3 anos,44
1601,Arcos de Valdevez,1,H,89,88 anos,54
1601,Arcos de Valdevez,1,H,31,30 anos,83
1601,Arcos de Valdevez,1,H,95,94 anos,15
1601,Arcos de Valdevez,1,H,26,25 anos,85
1601,Arcos de Valdevez,1,H,88,87 anos,51
1601,Arcos de Valdevez,1,H,25,24 anos,89
1601,Arcos de Valdevez,1,H,35,34 anos,86
1601,Arcos de Valdevez,1,H,12,11 anos,69
1601,Arcos de Valdevez,1,H,7,6 anos,67
1601,Arcos de Valdevez,1,H,56,55 anos,115
1601,Arcos de Valdevez,1,H,53,52 anos,126
1601,Arcos de Valdevez,1,H,38,37 anos,108
1601,Arcos de Valdevez,1,H,54,53 anos,138
1601,Arcos de Valdevez,1,H,72,71 anos,153
1601,Arcos de Valdevez,1,H,6,5 anos,63
1601,Arcos de Valdevez,1,H,58,57 anos,134
1601,Arcos de Valdevez,2,M,78,77 anos,158
1601,Arcos de Valdevez,2,M,51,50 anos,129
1601,Arcos de Valdevez,2,M,81,80 anos,142
1601,Arcos de Valdevez,2,M,63,62 anos,181
1601,Arcos de Valdevez,2,M,86,85 anos,158
1601,Arcos de Valdevez,2,M,49,48 anos,128
1601,Arcos de Valdevez,2,M,28,27 anos,95
1601,Arcos de Valdevez,2,M,29,28 anos,74
1601,Arcos de Valdevez,2,M,100,99 anos,4
1601,Arcos de Valdevez,2,M,46,45 anos,127
1601,Arcos de Valdevez,2,M,9,8 anos,72
1601,Arcos de Valdevez,2,M,52,51 anos,118
1601,Arcos de Valdevez,2,M,25,24 anos,79
1601,Arcos de Valdevez,2,M,53,52 anos,123
1601,Arcos de Valdevez,2,M,98,97 anos,12
1601,Arcos de Valdevez,2,M,93,92 anos,43
1601,Arcos de Valdevez,T,HM,79,78 anos,296
1601,Arcos de Valdevez,T,HM,101,100 ou mais anos,12
1601,Arcos de Valdevez,T,HM,9,8 anos,132
1601,Arcos de Valdevez,T,HM,29,28 anos,157
1601,Arcos de Valdevez,T,HM,96,95 anos,37
1601,Arcos de Valdevez,T,HM,7,6 anos,124
1601,Arcos de Valdevez,T,HM,27,26 anos,159
1601,Arcos de Valdevez,T,HM,54,53 anos,257
1601,Arcos de Valdevez,T,HM,2,1 ano,105
1601,Arcos de Valdevez,T,HM,21,20 anos,207
1601,Arcos de Valdevez,T,HM,49,48 anos,270
1601,Arcos de Valdevez,1,H,92,91 anos,21
1601,Arcos de Valdevez,1,H,43,42 anos,110
1601,Arcos de Valdevez,1,H,21,20 anos,115
1601,Arcos de Valdevez,1,H,33,32 anos,83
1601,Arcos de Valdevez,1,H,57,56 anos,122
1601,Arcos de Valdevez,1,H,87,86 anos,52
1601,Arcos de Valdevez,1,H,78,77 anos,117
1601,Arcos de Valdevez,1,H,14,13 anos,92
1601,Arcos de Valdevez,1,H,69,68 anos,155
1601,Arcos de Valdevez,1,H,40,39 anos,105
1601,Arcos de Valdevez,1,H,74,73 anos,147
1601,Arcos de Valdevez,1,H,94,93 anos,15
1601,Arcos de Valdevez,1,H,34,33 anos,96
1601,Arcos de Valdevez,2,M,70,69 anos,198
1601,Arcos de Valdevez,2,M,11,10 anos,55
1601,Arcos de Valdevez,2,M,21,20 anos,92
1601,Arcos de Valdevez,2,M,10,9 anos,65
1601,Arcos de Valdevez,2,M,95,94 anos,33
1601,Arcos de Valdevez,2,M,19,18 anos,81
1601,Arcos de Valdevez,2,M,27,26 anos,78
1601,Arcos de Valdevez,2,M,33,32 anos,80
1601,Arcos de Valdevez,2,M,40,39 anos,123
1601,Arcos de Valdevez,2,M,72,71 anos,189
1601,Arcos de Valdevez,2,M,24,23 anos,81
1601,Arcos de Valdevez,2,M,37,36 anos,93
1601,Arcos de Valdevez,2,M,74,73 anos,180
1601,Arcos de Valdevez,2,M,42,41 anos,135
1601,Arcos de Valdevez,2,M,84,83 anos,169
1601,Arcos de Valdevez,2,M,56,55 anos,139
1601,Arcos de Valdevez,2,M,30,29 anos,76
1601,Arcos de Valdevez,T,HM,58,57 anos,282
1601,Arcos de Valdevez,T,HM,13,12 anos,148
1601,Arcos de Valdevez,T,HM,40,39 anos,228
1601,Arcos de Valdevez,T,HM,78,77 anos,275
1601,Arcos de Valdevez,T,HM,5,4 anos,121
1601,Arcos de Valdevez,T,HM,51,50 anos,252
1601,Arcos de Valdevez,T,HM,95,94 anos,48
1601,Arcos de Valdevez,T,HM,82,81 anos,266
1601,Arcos de Valdevez,T,HM,66,65 anos,346
1601,Arcos de Valdevez,T,HM,64,63 anos,334
1601,Arcos de Valdevez,T,HM,30,29 anos,151
1601,Arcos de Valdevez,T,HM,17,16 anos,185
1601,Arcos de Valdevez,T,HM,81,80 anos,238
1601,Arcos de Valdevez,T,HM,T,Total,20718
1601,Arcos de Valdevez,T,HM,31,30 anos,162
1601,Arcos de Valdevez,T,HM,12,11 anos,147
1601,Arcos de Valdevez,T,HM,60,59 anos,321
1602,Caminha,T,HM,38,37 anos,187
1602,Caminha,T,HM,50,49 anos,214
1602,Caminha,T,HM,76,75 anos,220
1602,Caminha,T,HM,45,44 anos,225
1602,Caminha,T,HM,85,84 anos,119
1602,Caminha,T,HM,87,86 anos,109
1602,Caminha,T,HM,65,64 anos,256
1602,Caminha,T,HM,35,34 anos,140
1602,Caminha,T,HM,29,28 anos,148
1602,Caminha,T,HM,9,8 anos,133
1602,Caminha,T,HM,41,40 anos,198
1602,Caminha,T,HM,27,26 anos,142
1602,Caminha,T,HM,44,43 anos,232
1602,Caminha,T,HM,58,57 anos,233
1602,Caminha,T,HM,93,92 anos,39
1602,Caminha,T,HM,16,15 anos,103
1602,Caminha,T,HM,83,82 anos,143
1602,Caminha,T,HM,74,73 anos,222
1602,Caminha,T,HM,1,Menos de 1 ano,80
1602,Caminha,1,H,80,79 anos,67
1602,Caminha,1,H,38,37 anos,94
1602,Caminha,1,H,82,81 anos,67
