Código;Disponível no Portal;Código de difusão;Data de entrada em uso;Data do último carregamento
1690;Sim;54;17/10/2009;17/10/2009
1691;Sim;55;17/10/2009;17/10/2009
1692;Sim;56;17/10/2009;17/10/2009
1695;Sim;371;14/03/2017;14/03/2017
1697;Sim;372;14/03/2017;14/03/2017
1698;Sim;373;14/03/2017;14/03/2017
1699;Sim;421;27/07/2012;27/07/2012
1700;Sim;422;27/07/2012;27/07/2012
1701;Sim;425;02/02/2016;02/02/2016
1702;Sim;426;02/02/2016;02/02/2016
1703;Sim;454;02/02/2016;02/02/2016
1704;Sim;452;08/06/2012;08/06/2012
1705;Sim;453;02/02/2016;02/02/2016
1706;Sim;427;08/06/2012;08/06/2012
1707;Sim;428;08/06/2012;08/06/2012
1708;Sim;430;08/06/2012;08/06/2012
1709;Sim;431;08/06/2012;08/06/2012
1710;Sim;432;08/06/2012;08/06/2012
1711;Sim;429;08/06/2012;08/06/2012
1712;Sim;433;08/06/2012;08/06/2012
1713;Sim;434;08/06/2012;08/06/2012
1714;Sim;445;08/08/2018;08/08/2018
1715;Sim;446;08/06/2012;08/06/2012
1717;Sim;448;08/06/2012;08/06/2012
1718;Sim;449;08/06/2012;08/06/2012
1721;Sim;450;08/06/2012;08/06/2012
1722;Sim;451;08/06/2012;08/06/2012
1723;Sim;457;08/06/2012;08/06/2012
1724;Sim;458;08/06/2012;08/06/2012
1725;Sim;374;14/03/2017;14/03/2017
1726;Sim;459;08/06/2012;08/06/2012
1727;Sim;460;08/06/2012;08/06/2012
1728;Sim;461;08/06/2012;08/06/2012
1729;Sim;455;02/02/2016;02/02/2016
1730;Sim;463;08/06/2012;08/06/2012
1731;Sim;464;08/06/2012;08/06/2012
1732;Sim;465;08/06/2012;08/06/2012
1733;Sim;466;08/06/2012;08/06/2012
1734;Sim;467;08/06/2012;08/06/2012
1735;Sim;468;08/06/2012;08/06/2012
1736;Sim;469;08/06/2012;08/06/2012
1737;Sim;375;14/03/2017;14/03/2017
1738;Sim;472;08/06/2012;08/06/2012
1739;Sim;473;08/06/2012;08/06/2012
1740;Sim;474;25/06/2015;25/06/2015
1741;Sim;475;08/06/2012;08/06/2012
1742;Sim;476;08/06/2012;08/06/2012
1743;Sim;376;14/03/2017;14/03/2017
1744;Sim;477;08/06/2012;08/06/2012
1745;Sim;478;08/06/2012;08/06/2012
1746;Sim;377;14/03/2017;14/03/2017
1747;Sim;378;14/03/2017;14/03/2017
1748;Sim;479;08/06/2012;08/06/2012
1749;Sim;380;14/03/2017;14/03/2017
1750;Não;;;
1751;Não;;;
1759;Sim;105;05/02/2016;05/02/2016
1760;Sim;109;05/02/2016;05/02/2016
1761;Sim;106;05/02/2016;05/02/2016
1762;Sim;110;05/02/2016;05/02/2016
1763;Sim;107;11/05/2018;11/05/2018
1764;Sim;111;11/05/2018;11/05/2018
1765;Sim;108;05/02/2016;05/02/2016
1766;Sim;112;05/02/2016;05/02/2016
1775;Sim;561;17/10/2009;17/10/2009
1776;Sim;562;22/03/2017;22/03/2017
1777;Sim;564;28/03/2019;28/03/2019
1778;Sim;264;17/10/2009;17/10/2009
1780;Sim;662;21/10/2013;21/10/2013
1781;Sim;1471;24/01/2020;24/01/2020
1782;Sim;1472;24/01/2020;24/01/2020
1783;Sim;1474;30/03/2021;30/03/2021
1784;Sim;1476;30/03/2021;30/03/2021
1785;Sim;838;17/10/2009;17/10/2009
1786;Sim;265;17/10/2009;17/10/2009
1788;Sim;1147;13/01/2015;13/01/2015
1789;Sim;1148;30/04/2015;30/04/2015
1790;Sim;1149;07/07/2014;07/07/2014
1791;Sim;127;23/07/2014;23/07/2014
1792;Sim;128;23/07/2014;23/07/2014
1793;Sim;129;23/07/2014;23/07/2014
1794;Sim;130;23/07/2014;23/07/2014
1795;Sim;131;23/07/2014;23/07/2014
1796;Sim;132;23/07/2014;23/07/2014
1797;Sim;133;23/07/2014;23/07/2014
1798;Sim;104;23/07/2014;23/07/2014
1801;Sim;134;23/07/2014;23/07/2014
1802;Sim;113;23/07/2014;23/07/2014
1803;Sim;114;23/07/2014;23/07/2014
1804;Sim;115;23/07/2014;23/07/2014
1808;Sim;116;23/07/2014;23/07/2014
1809;Sim;117;23/07/2014;23/07/2014
1810;Sim;118;23/07/2014;23/07/2014
1811;Sim;119;23/07/2014;23/07/2014
1812;Sim;120;23/07/2014;23/07/2014
1813;Sim;121;23/07/2014;23/07/2014
1814;Sim;143;23/07/2014;23/07/2014
1815;Sim;144;23/07/2014;23/07/2014
1816;Sim;145;23/07/2014;23/07/2014
1817;Sim;146;23/07/2014;23/07/2014
1818;Sim;122;23/07/2014;23/07/2014
1819;Sim;123;23/07/2014;23/07/2014
1821;Sim;124;23/07/2014;23/07/2014
1822;Sim;125;23/07/2014;23/07/2014
1823;Sim;126;23/07/2014;23/07/2014
1824;Sim;839;17/10/2009;17/10/2009
1825;Sim;840;17/10/2009;17/10/2009
1826;Sim;160;12/12/2014;12/12/2014
1827;Sim;161;24/04/2013;24/04/2013
1829;Sim;447;08/06/2012;08/06/2012
1830;Sim;456;08/06/2012;08/06/2012
1831;Sim;462;08/06/2012;08/06/2012
1834;Sim;694;13/01/2015;13/01/2015
1836;Sim;695;13/01/2015;13/01/2015
1842;Sim;696;26/02/2014;26/02/2014
1843;Sim;697;26/02/2014;26/02/2014
1845;Sim;137;23/07/2014;23/07/2014
1846;Sim;138;23/07/2014;23/07/2014
1847;Sim;135;23/07/2014;23/07/2014
1848;Sim;136;23/07/2014;23/07/2014
1849;Sim;688;30/01/2014;30/01/2014
1850;Sim;693;30/01/2014;30/01/2014
1851;Sim;1287;13/01/2015;13/01/2015
1852;Sim;1430;13/01/2015;13/01/2015
1857;Sim;1235;26/08/2014;26/08/2014
1858;Sim;352;26/08/2014;26/08/2014
1859;Sim;350;19/09/2013;19/09/2013
1860;Sim;349;19/09/2013;19/09/2013
1861;Sim;342;19/09/2013;19/09/2013
1862;Sim;346;19/09/2013;19/09/2013
1870;Sim;394;10/04/2014;10/04/2014
1871;Sim;395;10/04/2014;10/04/2014
1875;Sim;338;19/09/2013;19/09/2013
1876;Sim;339;19/09/2013;19/09/2013
1877;Sim;340;19/09/2013;19/09/2013
1878;Sim;341;19/09/2013;19/09/2013
1879;Sim;85;13/01/2015;13/01/2015
1880;Sim;94;13/01/2015;13/01/2015
1882;Sim;381;15/01/2015;15/01/2015
1883;Sim;382;15/01/2015;15/01/2015
1884;Sim;383;17/10/2009;17/10/2009
1886;Sim;385;29/12/2015;29/12/2015
1888;Sim;387;15/01/2015;15/01/2015
1889;Sim;388;15/01/2015;15/01/2015
1890;Sim;389;15/01/2015;15/01/2015
1892;Sim;686;14/10/2015;14/10/2015
1893;Sim;552;13/01/2015;13/01/2015
1894;Não;;;
1895;Não;;;
1896;Sim;555;06/08/2013;06/08/2013
1897;Sim;556;06/08/2013;06/08/2013
1898;Sim;557;06/08/2013;06/08/2013
1899;Não;;;
1904;Sim;399;18/02/2020;18/02/2020
1905;Sim;224;13/01/2015;13/01/2015
1906;Sim;226;13/01/2015;13/01/2015
1907;Sim;228;13/01/2015;13/01/2015
1908;Sim;139;13/01/2015;13/01/2015
1909;Sim;140;13/01/2015;13/01/2015
1910;Sim;141;13/01/2015;13/01/2015
1914;Sim;1343;28/10/2015;28/10/2015
1916;Sim;1680;14/04/2014;14/04/2014
1917;Sim;1681;14/04/2014;14/04/2014
1919;Sim;1678;14/04/2014;14/04/2014
1920;Sim;1679;14/04/2014;14/04/2014
1922;Sim;896;17/10/2009;17/10/2009
1923;Sim;897;17/10/2009;17/10/2009
1924;Sim;225;13/01/2015;13/01/2015
1925;Sim;227;13/01/2015;13/01/2015
1926;Sim;229;13/01/2015;13/01/2015
1927;Não;;;
1928;Sim;255;17/10/2009;17/10/2009
1929;Sim;762;17/10/2009;17/10/2009
1930;Sim;765;17/10/2009;17/10/2009
1931;Sim;766;17/10/2009;17/10/2009
1932;Sim;767;17/10/2009;17/10/2009
1933;Sim;768;17/10/2009;17/10/2009
1934;Sim;763;17/10/2009;17/10/2009
1935;Sim;764;17/10/2009;17/10/2009
1936;Sim;769;17/10/2009;17/10/2009
1937;Sim;770;17/10/2009;17/10/2009
1938;Sim;771;17/10/2009;17/10/2009
1940;Sim;1270;23/05/2013;23/05/2013
1941;Sim;1271;14/11/2011;14/11/2011
1943;Sim;1272;14/11/2011;14/11/2011
1944;Sim;1273;26/04/2013;26/04/2013
1945;Sim;1224;17/10/2009;17/10/2009
1947;Sim;1230;17/10/2009;17/10/2009
1949;Sim;1227;26/01/2017;26/01/2017
1950;Sim;1275;14/11/2011;14/11/2011
1951;Sim;1280;17/10/2009;17/10/2009
1952;Sim;1225;17/10/2009;17/10/2009
1953;Sim;379;14/03/2017;14/03/2017
1954;Sim;1281;17/10/2009;17/10/2009
1956;Sim;1229;17/10/2009;17/10/2009
1957;Sim;1673;19/12/2012;19/12/2012
1958;Sim;1228;17/10/2009;17/10/2009
1959;Sim;1677;17/10/2009;17/10/2009
1960;Sim;1388;17/10/2009;17/10/2009
1961;Não;;;
1962;Não;;;
1963;Não;;;
1964;Não;;;
1965;Não;;;
1966;Não;;;
1967;Não;;;
1968;Não;;;
1969;Não;;;
1970;Não;;;
1971;Não;;;
1972;Não;;;
1973;Não;;;
1974;Não;;;
1975;Não;;;
1976;Não;;;
1977;Não;;;
1978;Não;;;
1979;Não;;;
1980;Não;;;
1981;Não;;;
1982;Não;;;
1983;Não;;;
1984;Não;;;
1985;Não;;;
1986;Não;;;
1987;Não;;;
1988;Não;;;
1989;Não;;;
1990;Não;;;
1991;Não;;;
1992;Não;;;
1993;Não;;;
1994;Não;;;
1995;Não;;;
1996;Não;;;
1997;Não;;;
1998;Não;;;
1999;Não;;;
2000;Não;;;
2001;Não;;;
2002;Não;;;
2003;Não;;;
2004;Não;;;
2005;Não;;;
2006;Não;;;
2007;Não;;;
2008;Não;;;
2009;Não;;;
2010;Não;;;
2011;Não;;;
2012;Não;;;
2013;Não;;;
2014;Não;;;
2015;Não;;;
2016;Não;;;
2017;Não;;;
2018;Não;;;
2019;Não;;;
2020;Não;;;
2021;Sim;1389;17/10/2009;17/10/2009
2022;Não;;;
2023;Sim;1357;22/09/2014;22/09/2014
2024;Sim;1358;22/09/2014;22/09/2014
2025;Sim;1390;22/09/2014;22/09/2014
2026;Sim;1392;22/09/2014;22/09/2014
2027;Sim;1359;22/09/2014;22/09/2014
2029;Sim;1394;22/09/2014;22/09/2014
2030;Sim;1361;22/09/2014;22/09/2014
2032;Sim;1367;22/09/2014;22/09/2014
2033;Sim;1642;17/10/2009;17/10/2009
2034;Sim;1643;05/06/2014;05/06/2014
2036;Não;;;
2037;Não;;;
2038;Não;;;
2039;Não;;;
2041;Não;;;
2043;Não;;;
2046;Não;;;
2047;Não;;;
2048;Não;;;
2049;Não;;;
2053;Sim;1362;22/09/2014;22/09/2014
2054;Sim;1391;07/10/2014;07/10/2014
2056;Sim;1395;22/09/2014;22/09/2014
2057;Sim;1364;22/09/2014;22/09/2014
2058;Sim;1365;22/09/2014;22/09/2014
2059;Sim;1393;22/09/2014;22/09/2014
2061;Sim;1369;22/09/2014;22/09/2014
2064;Sim;1676;23/01/2017;23/01/2017
2065;Sim;1672;23/02/2010;23/02/2010
2066;Sim;1675;28/01/2014;28/01/2014
2068;Sim;1674;17/10/2009;17/10/2009
2069;Sim;1276;17/10/2009;17/10/2009
2070;Sim;1277;17/10/2009;17/10/2009
2071;Sim;1278;17/10/2009;17/10/2009
2072;Sim;1279;17/10/2009;17/10/2009
2073;Sim;1101;13/01/2015;13/01/2015
2074;Sim;1102;13/01/2015;13/01/2015
2075;Sim;1103;13/01/2015;13/01/2015
2076;Sim;1104;16/04/2015;16/04/2015
2077;Sim;1106;06/06/2020;06/06/2020
2078;Sim;1107;21/03/2019;21/03/2019
2079;Sim;1108;06/06/2020;06/06/2020
2080;Sim;1109;15/02/2011;15/02/2011
2081;Sim;1110;13/01/2015;13/01/2015
2082;Sim;1128;13/01/2015;13/01/2015
2084;Sim;1129;13/01/2015;13/01/2015
2085;Não;;;
2086;Não;;;
2087;Não;;;
2088;Não;;;
2089;Não;;;
2090;Não;;;
2091;Não;;;
2093;Não;;;
2095;Não;;;
2096;Não;;;
2098;Não;;;
2099;Não;;;
2100;Não;;;
2102;Não;;;
2104;Não;;;
2106;Não;;;
2108;Não;;;
2110;Não;;;
2111;Não;;;
2112;Não;;;
2113;Não;;;
2114;Não;;;
2115;Não;;;
2116;Não;;;
2117;Não;;;
2118;Não;;;
2119;Não;;;
2120;Não;;;
2122;Não;;;
2123;Não;;;
2124;Não;;;
2125;Não;;;
2126;Não;;;
2127;Não;;;
2128;Não;;;
2129;Não;;;
2130;Não;;;
2131;Não;;;
2132;Não;;;
2133;Não;;;
2134;Não;;;
2135;Não;;;
2136;Não;;;
2137;Não;;;
2138;Não;;;
2139;Não;;;
2140;Não;;;
2141;Não;;;
2142;Não;;;
2143;Não;;;
2144;Não;;;
2148;Não;;;
2150;Não;;;
2156;Não;;;
2157;Não;;;
2158;Não;;;
2160;Não;;;
2161;Não;;;
2162;Não;;;
2164;Não;;;
2166;Não;;;
2167;Não;;;
2169;Não;;;
2170;Não;;;
2171;Não;;;
2173;Não;;;
2176;Não;;;
2177;Não;;;
2178;Não;;;
2179;Não;;;
2184;Não;;;
2185;Não;;;
2188;Não;;;
2189;Não;;;
2190;Não;;;
2191;Não;;;
2194;Não;;;
2195;Não;;;
2198;Não;;;
2202;Não;;;
2206;Não;;;
2207;Não;;;
2208;Não;;;
2211;Não;;;
2214;Não;;;
2216;Sim;1105;20/04/2010;20/04/2010
2217;Não;;;
2218;Não;;;
2219;Não;;;
2220;Não;;;
2221;Não;;;
2222;Não;;;
2223;Não;;;
2224;Não;;;
2225;Não;;;
2226;Não;;;
2227;Não;;;
2228;Não;;;
2229;Sim;1036;08/01/2013;08/01/2013
2230;Sim;1125;08/01/2013;08/01/2013
2231;Sim;1034;08/01/2013;08/01/2013
2232;Sim;1039;08/01/2013;08/01/2013
2233;Sim;1037;08/01/2013;08/01/2013
2234;Sim;1124;08/01/2013;08/01/2013
2235;Sim;1033;08/01/2013;08/01/2013
2236;Sim;1038;08/01/2013;08/01/2013
2237;Sim;336;25/11/2013;25/11/2013
2238;Sim;337;23/05/2018;23/05/2018
2252;Sim;1282;14/11/2011;14/11/2011
2253;Sim;1123;08/01/2013;08/01/2013
2254;Sim;1035;08/01/2013;08/01/2013
2255;Sim;1041;08/01/2013;08/01/2013
2256;Sim;1040;08/01/2013;08/01/2013
2257;Sim;1127;08/01/2013;08/01/2013
2258;Sim;1126;08/01/2013;08/01/2013
2283;Sim;1441;23/02/2010;23/02/2010
2289;Sim;1445;20/01/2014;20/01/2014
2290;Sim;1446;20/01/2014;20/01/2014
2291;Não;;;
2292;Não;;;
2293;Não;;;
2294;Sim;1447;20/01/2014;20/01/2014
2295;Sim;1448;20/01/2014;20/01/2014
2296;Não;;;
2297;Não;;;
2316;Sim;656;14/02/2019;14/02/2019
2317;Sim;653;14/02/2019;14/02/2019
2318;Sim;652;14/02/2019;14/02/2019
2321;Sim;526;17/10/2009;17/10/2009
2324;Sim;655;17/10/2009;17/10/2009
2325;Sim;654;14/02/2019;14/02/2019
2327;Sim;1455;17/10/2009;17/10/2009
2328;Sim;1457;17/10/2009;17/10/2009
2329;Sim;1452;15/07/2010;15/07/2010
2330;Sim;1133;01/02/2022;01/02/2022
2332;Sim;1134;18/02/2021;18/02/2021
2333;Sim;1122;16/01/2015;16/01/2015
2337;Sim;261;17/10/2009;17/10/2009
2340;Sim;1231;17/10/2009;17/10/2009
2342;Sim;1319;21/09/2010;21/09/2010
2355;Sim;1318;21/09/2010;21/09/2010
2356;Sim;1301;17/10/2009;17/10/2009
2357;Sim;1303;21/09/2010;21/09/2010
2358;Sim;1305;05/11/2012;05/11/2012
2359;Sim;1306;05/11/2012;05/11/2012
2361;Sim;1321;05/11/2012;05/11/2012
2362;Sim;1322;05/11/2012;05/11/2012
2364;Sim;1311;17/10/2009;17/10/2009
2365;Sim;1313;17/10/2009;17/10/2009
2373;Sim;843;17/10/2009;17/10/2009
2374;Sim;853;17/10/2009;17/10/2009
2375;Sim;847;14/04/2014;14/04/2014
2376;Sim;860;14/04/2014;14/04/2014
2377;Sim;856;14/04/2014;14/04/2014
2378;Sim;850;28/10/2015;28/10/2015
2379;Sim;851;24/09/2020;24/09/2020
2383;Sim;1130;10/04/2015;10/04/2015
2394;Não;;;
2395;Sim;999;17/10/2009;17/10/2009
2396;Não;;;
2398;Sim;592;17/10/2009;17/10/2009
2401;Sim;871;17/10/2009;17/10/2009
2402;Sim;872;24/02/2014;24/02/2014
2403;Sim;873;19/02/2014;19/02/2014
2404;Sim;875;17/10/2009;17/10/2009
2405;Sim;876;24/02/2014;24/02/2014
2406;Sim;877;19/02/2014;19/02/2014
2408;Sim;1011;21/07/2015;21/07/2015
2409;Sim;1012;21/07/2015;21/07/2015
2410;Sim;1013;21/07/2015;21/07/2015
2411;Sim;1014;21/07/2015;21/07/2015
2412;Sim;1015;21/07/2015;21/07/2015
2424;Sim;398;17/10/2009;17/10/2009
2449;Sim;1226;15/02/2016;15/02/2016
2450;Sim;1323;05/11/2012;05/11/2012
2452;Sim;1325;17/10/2009;17/10/2009
2456;Não;;;
2457;Não;;;
2459;Não;;;
2460;Sim;1234;17/10/2009;17/10/2009
2462;Não;;;
2464;Sim;1314;05/01/2017;05/01/2017
2466;Não;;;
2467;Sim;1435;29/12/2016;29/12/2016
2468;Sim;1436;29/05/2019;29/05/2019
2469;Sim;1232;17/10/2009;17/10/2009
2470;Não;;;
2471;Não;;;
2472;Não;;;
2480;Sim;1233;04/03/2010;04/03/2010
2481;Sim;585;05/11/2012;05/11/2012
2483;Sim;586;05/11/2012;05/11/2012
2484;Sim;861;07/01/2016;07/01/2016
2485;Sim;862;07/01/2016;07/01/2016
2486;Sim;863;07/01/2016;07/01/2016
2487;Sim;621;29/01/2014;29/01/2014
2489;Sim;650;29/01/2014;29/01/2014
2490;Sim;1774;29/01/2014;29/01/2014
2491;Sim;643;25/09/2014;25/09/2014
2493;Sim;644;25/09/2014;25/09/2014
2494;Sim;1349;21/11/2013;21/11/2013
2495;Não;;;
2498;Sim;1352;17/10/2009;17/10/2009
2499;Sim;1350;10/04/2018;10/04/2018
2500;Sim;1541;02/06/2015;02/06/2015
2501;Sim;1540;17/10/2009;17/10/2009
2502;Sim;1346;05/05/2016;05/05/2016
2509;Sim;854;20/11/2015;20/11/2015
2510;Sim;855;20/11/2015;20/11/2015
2511;Sim;1030;14/04/2020;14/04/2020
2512;Sim;1031;24/11/2015;24/11/2015
2513;Sim;1032;24/11/2015;24/11/2015
2516;Sim;1027;17/11/2011;17/11/2011
2518;Sim;915;17/10/2009;17/10/2009
2520;Sim;914;17/10/2009;17/10/2009
2521;Sim;864;07/01/2016;07/01/2016
2522;Sim;865;07/01/2016;07/01/2016
2523;Sim;866;07/01/2016;07/01/2016
2524;Sim;867;07/01/2016;07/01/2016
2525;Sim;868;07/01/2016;07/01/2016
2526;Sim;869;07/01/2016;07/01/2016
2527;Não;;;
2528;Não;;;
2530;Sim;559;13/01/2015;13/01/2015
2531;Sim;560;13/01/2015;13/01/2015
2532;Sim;898;08/01/2018;08/01/2018
2533;Sim;1353;17/10/2009;17/10/2009
2534;Sim;1351;10/04/2018;10/04/2018
2535;Sim;899;08/01/2018;08/01/2018
2536;Sim;900;08/01/2018;08/01/2018
2539;Sim;901;17/10/2009;17/10/2009
2540;Não;;;
2541;Sim;902;11/06/2013;11/06/2013
2542;Sim;903;04/03/2010;04/03/2010
2544;Sim;904;04/03/2010;04/03/2010
2554;Sim;1269;17/10/2009;17/10/2009
2561;Não;;;
2562;Não;;;
2563;Não;;;
2564;Não;;;
2565;Sim;1029;14/04/2020;14/04/2020
2568;Sim;1370;17/10/2009;17/10/2009
2571;Sim;1646;02/06/2014;02/06/2014
2572;Sim;1645;02/06/2014;02/06/2014
2609;Sim;1019;07/10/2010;07/10/2010
2610;Sim;1020;07/10/2010;07/10/2010
2611;Sim;1021;07/10/2010;07/10/2010
2613;Sim;1024;14/04/2020;14/04/2020
2614;Sim;1025;14/04/2020;14/04/2020
2615;Sim;1026;14/04/2020;14/04/2020
2616;Sim;1028;17/11/2011;17/11/2011
2617;Não;;;
2618;Não;;;
2619;Sim;1010;21/07/2015;21/07/2015
2620;Sim;1016;21/07/2015;21/07/2015
2622;Sim;1298;17/10/2009;17/10/2009
2626;Sim;1344;17/12/2018;17/12/2018
2633;Não;;;
2635;Sim;1116;24/06/2014;24/06/2014
2637;Não;;;
2638;Não;;;
2649;Não;;;
2650;Não;;;
2675;Sim;1283;23/07/2014;23/07/2014
2676;Sim;1458;23/07/2014;23/07/2014
2677;Sim;548;17/10/2009;17/10/2009
2678;Sim;844;27/01/2015;27/01/2015
2679;Sim;857;15/12/2020;15/12/2020
2681;Sim;858;28/10/2015;28/10/2015
2682;Sim;859;28/10/2015;28/10/2015
2683;Sim;852;28/10/2015;28/10/2015
2684;Sim;1222;27/10/2021;27/10/2021
2686;Não;;;
2687;Não;;;
2695;Sim;1264;18/07/2021;18/07/2021
2696;Sim;906;18/07/2021;18/07/2021
2697;Sim;1265;18/07/2021;18/07/2021
2698;Sim;1196;16/07/2021;16/07/2021
2700;Sim;1294;12/11/2012;12/11/2012
2701;Sim;1292;17/10/2009;17/10/2009
2702;Sim;1293;26/01/2017;26/01/2017
2703;Sim;1291;11/07/2017;11/07/2017
2704;Sim;1295;17/10/2009;17/10/2009
2706;Sim;1431;17/10/2009;17/10/2009
2707;Não;;;
2708;Não;;;
2709;Não;;;
2710;Não;;;
2711;Não;;;
2712;Não;;;
2713;Não;;;
2714;Não;;;
2715;Não;;;
2716;Não;;;
2717;Não;;;
2718;Não;;;
2721;Não;;;
2726;Não;;;
2727;Não;;;
2728;Não;;;
2761;Não;;;
2762;Não;;;
2763;Não;;;
2764;Sim;1371;17/10/2009;17/10/2009
2765;Não;;;
2766;Sim;1372;17/10/2009;17/10/2009
2768;Sim;2572;17/10/2009;17/10/2009
2769;Sim;2578;17/10/2009;17/10/2009
2770;Sim;2576;17/10/2009;17/10/2009
2771;Sim;2573;17/10/2009;17/10/2009
2772;Sim;2579;17/10/2009;17/10/2009
2774;Sim;1900;17/10/2009;17/10/2009
2775;Sim;1903;17/10/2009;17/10/2009
2776;Sim;1906;17/10/2009;17/10/2009
2777;Sim;1907;17/10/2009;17/10/2009
2778;Sim;1908;17/10/2009;17/10/2009
2779;Sim;1909;17/10/2009;17/10/2009
2780;Sim;1477;17/10/2009;17/10/2009
2782;Sim;1478;17/10/2009;17/10/2009
2783;Sim;2014;22/09/2014;22/09/2014
2784;Sim;2015;22/09/2014;22/09/2014
2785;Sim;2016;22/09/2014;22/09/2014
2797;Sim;2068;10/03/2016;10/03/2016
2800;Sim;390;13/01/2015;13/01/2015
2801;Sim;1812;10/04/2014;10/04/2014
2802;Sim;391;13/01/2015;13/01/2015
2803;Sim;1815;27/01/2016;27/01/2016
2804;Sim;1816;27/01/2016;27/01/2016
2805;Sim;1542;27/01/2016;27/01/2016
2806;Sim;1817;27/01/2016;27/01/2016
2807;Sim;1818;27/01/2016;27/01/2016
2810;Sim;1820;19/01/2016;19/01/2016
2816;Sim;1819;19/01/2016;19/01/2016
2817;Sim;1821;19/01/2016;19/01/2016
2818;Sim;1822;19/01/2016;19/01/2016
2819;Sim;1823;17/10/2009;17/10/2009
2820;Sim;1824;19/01/2016;19/01/2016
2821;Sim;1825;17/10/2009;17/10/2009
2822;Sim;1826;19/01/2016;19/01/2016
2824;Sim;1827;19/01/2016;19/01/2016
2825;Sim;1828;17/10/2009;17/10/2009
2826;Sim;1829;19/01/2016;19/01/2016
2827;Sim;1830;17/10/2009;17/10/2009
2828;Sim;1831;19/01/2016;19/01/2016
2830;Sim;1832;19/01/2016;19/01/2016
2831;Sim;1833;17/10/2009;17/10/2009
2832;Sim;1834;19/01/2016;19/01/2016
2833;Sim;1835;17/10/2009;17/10/2009
2834;Sim;1838;19/01/2016;19/01/2016
2835;Sim;1836;19/01/2016;19/01/2016
2836;Sim;1839;19/01/2016;19/01/2016
2837;Sim;1837;19/01/2016;19/01/2016
2838;Sim;3671;30/06/2010;30/06/2010
2839;Sim;3708;13/01/2015;13/01/2015
2840;Sim;3710;08/01/2020;08/01/2020
2845;Sim;3759;06/06/2020;06/06/2020
2846;Sim;3760;22/03/2019;22/03/2019
2851;Sim;5401;11/03/2011;11/03/2011
2852;Sim;5402;11/03/2011;11/03/2011
2853;Sim;5403;11/03/2011;11/03/2011
2854;Sim;5404;06/06/2020;06/06/2020
2855;Sim;5405;14/03/2011;14/03/2011
2856;Sim;3770;13/01/2015;13/01/2015
2857;Sim;3772;13/01/2015;13/01/2015
2858;Sim;2581;17/10/2009;17/10/2009
2859;Sim;1904;17/10/2009;17/10/2009
2860;Sim;1905;17/10/2009;17/10/2009
2861;Sim;1901;17/10/2009;17/10/2009
2862;Sim;1902;17/10/2009;17/10/2009
2899;Não;;;
2900;Não;;;
2901;Não;;;
2902;Não;;;
2903;Não;;;
2904;Não;;;
2905;Não;;;
2906;Não;;;
2907;Não;;;
2908;Não;;;
2909;Não;;;
2910;Não;;;
2911;Não;;;
2912;Não;;;
2913;Não;;;
2914;Não;;;
2915;Não;;;
2916;Não;;;
2917;Não;;;
2918;Não;;;
2919;Não;;;
2920;Não;;;
2921;Não;;;
2922;Não;;;
2923;Não;;;
2924;Não;;;
2925;Não;;;
2926;Não;;;
2927;Não;;;
2928;Não;;;
2929;Não;;;
2930;Sim;2289;20/11/2015;20/11/2015
2950;Sim;2290;20/11/2015;20/11/2015
2957;Sim;2291;17/10/2009;17/10/2009
2964;Sim;2294;17/10/2009;17/10/2009
3016;Sim;1890;07/10/2010;07/10/2010
3021;Sim;1895;14/04/2020;14/04/2020
3041;Sim;1914;07/10/2010;07/10/2010
3042;Sim;1915;07/10/2010;07/10/2010
3043;Sim;1916;17/11/2011;17/11/2011
3129;Sim;1688;17/10/2009;17/10/2009
3130;Sim;1689;17/10/2009;17/10/2009
3131;Sim;1690;17/10/2009;17/10/2009
3132;Sim;1691;17/10/2009;17/10/2009
3133;Sim;1692;17/10/2009;17/10/2009
3134;Sim;1693;17/10/2009;17/10/2009
3135;Sim;1694;17/10/2009;17/10/2009
3136;Sim;1695;17/10/2009;17/10/2009
3137;Sim;1696;17/10/2009;17/10/2009
3138;Sim;1697;17/10/2009;17/10/2009
3139;Sim;1702;17/10/2009;17/10/2009
3140;Sim;1703;17/10/2009;17/10/2009
3156;Sim;1704;17/10/2009;17/10/2009
3157;Sim;1705;17/10/2009;17/10/2009
3158;Não;;;
3159;Não;;;
3160;Sim;1487;17/10/2009;17/10/2009
3162;Sim;1489;17/10/2009;17/10/2009
3164;Sim;1495;17/10/2009;17/10/2009
3166;Sim;1497;17/10/2009;17/10/2009
3168;Sim;1499;17/10/2009;17/10/2009
3170;Sim;1491;17/10/2009;17/10/2009
3171;Sim;1492;17/10/2009;17/10/2009
3172;Sim;1501;17/10/2009;17/10/2009
3173;Sim;1502;17/10/2009;17/10/2009
3174;Sim;1503;17/10/2009;17/10/2009
3176;Sim;1505;17/10/2009;17/10/2009
3178;Sim;1493;17/10/2009;17/10/2009
3180;Sim;1507;17/10/2009;17/10/2009
3181;Sim;1508;17/10/2009;17/10/2009
3182;Sim;1509;17/10/2009;17/10/2009
3183;Sim;1510;17/10/2009;17/10/2009
3184;Sim;1511;17/10/2009;17/10/2009
3186;Sim;1513;17/10/2009;17/10/2009
3188;Sim;1515;17/10/2009;17/10/2009
3190;Sim;1517;17/10/2009;17/10/2009
