Código;Disponível no Portal;Código de difusão;Data de entrada em uso;Data do último carregamento
12550;Sim;8625;14/10/2015;14/10/2015
12551;Sim;8847;08/01/2016;08/01/2016
12552;Sim;8834;30/12/2015;30/12/2015
12553;Sim;8880;31/05/2016;31/05/2016
12554;Sim;8879;23/05/2016;23/05/2016
12555;Sim;8939;07/07/2016;07/07/2016
12556;Sim;8940;07/07/2016;07/07/2016
12557;Sim;8941;07/07/2016;07/07/2016
12558;Sim;8942;07/07/2016;07/07/2016
12559;Sim;8722;03/05/2019;03/05/2019
12560;Sim;8723;03/05/2019;03/05/2019
12567;Sim;8731;21/09/2017;21/09/2017
12568;Sim;8732;21/09/2017;21/09/2017
12569;Sim;8733;21/09/2017;21/09/2017
12570;Sim;8734;27/01/2023;27/01/2023
12571;Sim;8724;27/01/2023;27/01/2023
12578;Não;;;
12579;Não;;;
12580;Não;;;
12593;Sim;8747;21/09/2017;21/09/2017
12594;Sim;8748;22/03/2017;22/03/2017
12595;Sim;8749;22/03/2017;22/03/2017
12596;Sim;8750;21/09/2017;21/09/2017
12597;Sim;8751;21/09/2017;21/09/2017
12598;Sim;8752;21/09/2017;21/09/2017
12599;Sim;8753;27/01/2023;27/01/2023
12600;Sim;8754;27/01/2023;27/01/2023
12601;Não;;;
12602;Não;;;
12603;Sim;8665;06/11/2015;06/11/2015
12604;Sim;8666;10/11/2015;10/11/2015
12605;Sim;8667;06/11/2015;06/11/2015
12606;Sim;8668;14/08/2020;14/08/2020
12607;Sim;8669;06/11/2015;06/11/2015
12608;Sim;8670;06/11/2015;06/11/2015
12609;Sim;8671;06/11/2015;06/11/2015
12610;Sim;8672;06/11/2015;06/11/2015
12611;Sim;8676;09/11/2015;09/11/2015
12612;Sim;8677;09/11/2015;09/11/2015
12613;Sim;8673;06/11/2015;06/11/2015
12614;Sim;8674;06/11/2015;06/11/2015
12615;Sim;8675;09/11/2015;09/11/2015
12616;Sim;8678;22/06/2020;22/06/2020
12617;Sim;8679;09/11/2015;09/11/2015
12618;Sim;8680;09/11/2015;09/11/2015
12619;Sim;8681;09/11/2015;09/11/2015
12620;Sim;8682;09/11/2015;09/11/2015
12621;Sim;8683;09/11/2015;09/11/2015
12622;Sim;8684;09/11/2015;09/11/2015
12623;Sim;8700;10/11/2015;10/11/2015
12624;Sim;8701;10/11/2015;10/11/2015
12625;Sim;8702;10/11/2015;10/11/2015
12626;Sim;8703;10/11/2015;10/11/2015
12627;Sim;8704;10/11/2015;10/11/2015
12628;Sim;8705;10/11/2015;10/11/2015
12629;Sim;8706;10/11/2015;10/11/2015
12630;Sim;8707;10/11/2015;10/11/2015
12631;Sim;8708;10/11/2015;10/11/2015
12632;Sim;8725;27/01/2023;27/01/2023
12633;Sim;8726;27/01/2023;27/01/2023
12634;Sim;8727;27/01/2023;27/01/2023
12635;Sim;8720;24/11/2015;24/11/2015
12636;Sim;8718;24/11/2015;24/11/2015
12637;Sim;8719;24/11/2015;24/11/2015
12638;Sim;8717;24/11/2015;24/11/2015
12639;Sim;8721;24/11/2015;24/11/2015
12640;Sim;9580;27/11/2017;27/11/2017
12641;Sim;8765;01/12/2015;01/12/2015
12642;Sim;8766;01/12/2015;01/12/2015
12643;Sim;8767;01/12/2015;01/12/2015
12644;Sim;8769;01/12/2015;01/12/2015
12645;Sim;8770;01/12/2015;01/12/2015
12646;Sim;8771;01/12/2015;01/12/2015
12647;Sim;8772;01/12/2015;01/12/2015
12648;Sim;8773;01/12/2015;01/12/2015
12649;Sim;8774;01/12/2015;01/12/2015
12650;Sim;8768;07/12/2015;07/12/2015
12651;Sim;8775;01/12/2015;01/12/2015
12653;Sim;8776;01/12/2015;01/12/2015
12654;Não;;;
12656;Sim;8777;04/03/2020;04/03/2020
12657;Sim;8778;03/12/2015;03/12/2015
12658;Sim;8800;27/10/2020;27/10/2020
12659;Sim;8789;21/10/2020;21/10/2020
12660;Sim;8790;11/03/2021;11/03/2021
12661;Sim;8791;21/10/2020;21/10/2020
12662;Sim;8792;21/10/2020;21/10/2020
12663;Sim;8793;11/03/2021;11/03/2021
12664;Sim;8794;21/10/2020;21/10/2020
12665;Sim;8801;04/05/2016;04/05/2016
12666;Sim;8802;04/05/2016;04/05/2016
12667;Sim;8803;04/05/2016;04/05/2016
12668;Sim;8804;04/05/2016;04/05/2016
12669;Sim;8805;04/05/2016;04/05/2016
12670;Sim;8806;04/05/2016;04/05/2016
12671;Sim;8807;04/05/2016;04/05/2016
12672;Sim;8808;04/05/2016;04/05/2016
12673;Sim;8809;04/05/2016;04/05/2016
12674;Sim;8810;11/05/2016;11/05/2016
12675;Sim;8811;04/05/2016;04/05/2016
12676;Sim;8812;04/05/2016;04/05/2016
12677;Sim;8813;04/05/2016;04/05/2016
12678;Sim;8814;04/05/2016;04/05/2016
12679;Sim;8815;04/05/2016;04/05/2016
12680;Sim;8816;21/10/2020;21/10/2020
12681;Sim;8817;04/05/2016;04/05/2016
12682;Sim;8818;04/05/2016;04/05/2016
12683;Sim;8819;04/05/2016;04/05/2016
12684;Sim;8820;04/05/2016;04/05/2016
12685;Sim;8821;04/05/2016;04/05/2016
12686;Sim;8822;04/05/2016;04/05/2016
12687;Sim;8823;04/05/2016;04/05/2016
12688;Sim;8824;04/05/2016;04/05/2016
12689;Sim;8825;28/12/2015;28/12/2015
12690;Sim;8826;28/12/2015;28/12/2015
12691;Sim;8827;28/12/2015;28/12/2015
12692;Sim;8828;28/12/2015;28/12/2015
12693;Sim;8829;04/05/2016;04/05/2016
12694;Sim;8858;20/01/2016;20/01/2016
12695;Sim;8851;19/01/2016;19/01/2016
12696;Sim;8852;19/01/2016;19/01/2016
12697;Sim;8849;19/01/2016;19/01/2016
12698;Sim;8850;19/01/2016;19/01/2016
12699;Sim;8853;19/01/2016;19/01/2016
12700;Sim;8854;19/01/2016;19/01/2016
12701;Sim;8855;19/01/2016;19/01/2016
12702;Sim;8856;19/01/2016;19/01/2016
12703;Sim;8857;19/01/2016;19/01/2016
12704;Sim;8860;27/01/2016;27/01/2016
12705;Sim;8861;17/07/2017;17/07/2017
12706;Sim;8862;27/01/2016;27/01/2016
12707;Sim;8863;27/01/2016;27/01/2016
12708;Sim;8864;01/02/2016;01/02/2016
12709;Sim;8865;27/01/2016;27/01/2016
12710;Sim;8866;27/01/2016;27/01/2016
12711;Sim;8872;04/03/2016;04/03/2016
12712;Sim;8873;04/03/2016;04/03/2016
12713;Sim;8874;04/03/2016;04/03/2016
12714;Sim;8875;04/03/2016;04/03/2016
12715;Sim;8876;04/03/2016;04/03/2016
12716;Sim;8867;19/02/2016;19/02/2016
12717;Sim;8868;19/02/2016;19/02/2016
12718;Sim;8869;19/02/2016;19/02/2016
12719;Sim;8870;19/02/2016;19/02/2016
12720;Sim;8871;19/02/2016;19/02/2016
12721;Sim;8881;21/05/2020;21/05/2020
12722;Sim;8882;01/04/2016;01/04/2016
12723;Sim;8883;01/04/2016;01/04/2016
12724;Sim;8884;01/04/2016;01/04/2016
12725;Sim;8885;01/04/2016;01/04/2016
12726;Sim;8886;01/04/2016;01/04/2016
12727;Sim;8887;01/04/2016;01/04/2016
12728;Sim;8888;27/04/2016;27/04/2016
12729;Sim;8889;27/04/2016;27/04/2016
12731;Sim;8961;09/01/2020;09/01/2020
12732;Sim;8966;09/01/2020;09/01/2020
12733;Sim;8964;09/01/2020;09/01/2020
12734;Sim;8967;09/01/2020;09/01/2020
12735;Sim;8970;09/01/2020;09/01/2020
12736;Sim;8968;09/01/2020;09/01/2020
12737;Sim;8971;09/01/2020;09/01/2020
12738;Sim;8969;09/01/2020;09/01/2020
12739;Sim;9408;30/08/2017;30/08/2017
12740;Sim;9420;31/08/2017;31/08/2017
12741;Sim;9409;30/08/2017;30/08/2017
12742;Sim;9421;31/08/2017;31/08/2017
12743;Sim;9410;30/08/2017;30/08/2017
12744;Sim;9422;31/08/2017;31/08/2017
12745;Sim;9411;30/08/2017;30/08/2017
12746;Sim;9423;31/08/2017;31/08/2017
12747;Sim;9412;30/08/2017;30/08/2017
12748;Sim;9424;31/08/2017;31/08/2017
12749;Sim;9413;30/08/2017;30/08/2017
12750;Sim;9425;31/08/2017;31/08/2017
12751;Sim;9414;30/08/2017;30/08/2017
12752;Sim;9426;31/08/2017;31/08/2017
12753;Sim;9415;30/08/2017;30/08/2017
12754;Sim;9427;31/08/2017;31/08/2017
12755;Sim;9416;30/08/2017;30/08/2017
12756;Sim;9428;31/08/2017;31/08/2017
12757;Sim;9417;30/08/2017;30/08/2017
12758;Sim;9429;31/08/2017;31/08/2017
12759;Sim;9418;30/08/2017;30/08/2017
12760;Sim;9430;31/08/2017;31/08/2017
12761;Sim;9419;30/08/2017;30/08/2017
12762;Sim;9431;31/08/2017;31/08/2017
12763;Sim;8890;12/05/2016;12/05/2016
12764;Sim;8891;21/10/2020;21/10/2020
12765;Sim;8892;09/06/2016;09/06/2016
12766;Sim;8893;09/06/2016;09/06/2016
12767;Sim;8894;09/06/2016;09/06/2016
12768;Sim;8895;09/06/2016;09/06/2016
12769;Sim;8896;09/06/2016;09/06/2016
12770;Sim;8897;09/06/2016;09/06/2016
12771;Sim;8898;09/06/2016;09/06/2016
12772;Sim;8899;09/06/2016;09/06/2016
12773;Sim;8900;09/06/2016;09/06/2016
12774;Sim;8901;09/06/2016;09/06/2016
12775;Sim;8917;09/06/2016;09/06/2016
12776;Sim;8903;22/06/2020;22/06/2020
12777;Sim;8904;09/06/2016;09/06/2016
12778;Sim;8905;09/06/2016;09/06/2016
12779;Sim;8906;21/10/2020;21/10/2020
12780;Sim;8907;21/10/2020;21/10/2020
12781;Sim;8908;09/06/2016;09/06/2016
12782;Sim;8909;09/06/2016;09/06/2016
12783;Sim;8910;09/06/2016;09/06/2016
12784;Sim;8911;09/06/2016;09/06/2016
12785;Sim;8912;09/06/2016;09/06/2016
12786;Sim;8913;09/06/2016;09/06/2016
12787;Sim;8914;09/06/2016;09/06/2016
12788;Sim;8915;09/06/2016;09/06/2016
12789;Sim;8916;09/06/2016;09/06/2016
12790;Sim;8902;09/06/2016;09/06/2016
12791;Sim;8918;09/06/2016;09/06/2016
12792;Sim;8919;09/06/2016;09/06/2016
12793;Sim;8929;20/06/2016;20/06/2016
12794;Sim;8930;20/06/2016;20/06/2016
12795;Sim;8920;20/06/2016;20/06/2016
12796;Sim;8921;20/06/2016;20/06/2016
12797;Sim;8922;20/06/2016;20/06/2016
12798;Sim;8923;20/06/2016;20/06/2016
12799;Sim;8924;20/06/2016;20/06/2016
12800;Sim;8925;20/06/2016;20/06/2016
12801;Sim;8926;20/06/2016;20/06/2016
12802;Sim;8931;20/06/2016;20/06/2016
12803;Sim;8927;20/06/2016;20/06/2016
12804;Sim;8928;20/06/2016;20/06/2016
12805;Sim;8932;20/06/2016;20/06/2016
12806;Sim;8933;20/06/2016;20/06/2016
12807;Sim;8934;27/06/2016;27/06/2016
12808;Sim;8945;23/08/2016;23/08/2016
12809;Sim;8946;23/08/2016;23/08/2016
12810;Sim;8947;23/08/2016;23/08/2016
12811;Sim;8948;23/08/2016;23/08/2016
12812;Sim;8936;01/07/2016;01/07/2016
12813;Sim;8937;01/07/2016;01/07/2016
12814;Sim;9308;20/07/2017;20/07/2017
12815;Sim;9309;20/07/2017;20/07/2017
12816;Sim;9310;20/07/2017;20/07/2017
12817;Sim;9311;20/07/2017;20/07/2017
12818;Sim;9312;20/07/2017;20/07/2017
12819;Sim;9313;20/07/2017;20/07/2017
12820;Sim;9314;20/07/2017;20/07/2017
12821;Sim;9315;20/07/2017;20/07/2017
12822;Sim;9316;20/07/2017;20/07/2017
12823;Sim;9317;20/07/2017;20/07/2017
12824;Sim;9298;20/07/2017;20/07/2017
12825;Sim;9299;20/07/2017;20/07/2017
12826;Sim;9300;20/07/2017;20/07/2017
12827;Sim;9301;20/07/2017;20/07/2017
12828;Sim;9302;20/07/2017;20/07/2017
12829;Sim;9303;20/07/2017;20/07/2017
12830;Sim;9304;20/07/2017;20/07/2017
12831;Sim;9305;20/07/2017;20/07/2017
12832;Sim;9306;20/07/2017;20/07/2017
12833;Sim;9307;20/07/2017;20/07/2017
12834;Sim;9288;20/07/2017;20/07/2017
12835;Sim;9289;20/07/2017;20/07/2017
12836;Sim;9290;20/07/2017;20/07/2017
12837;Sim;9291;20/07/2017;20/07/2017
12838;Sim;9292;20/07/2017;20/07/2017
12839;Sim;9293;20/07/2017;20/07/2017
12840;Sim;9294;20/07/2017;20/07/2017
12841;Sim;9295;20/07/2017;20/07/2017
12842;Sim;9296;20/07/2017;20/07/2017
12843;Sim;9297;20/07/2017;20/07/2017
12844;Sim;9278;20/07/2017;20/07/2017
12845;Sim;9279;20/07/2017;20/07/2017
12846;Sim;9280;20/07/2017;20/07/2017
12847;Sim;9281;20/07/2017;20/07/2017
12848;Sim;9282;20/07/2017;20/07/2017
12849;Sim;9283;20/07/2017;20/07/2017
12850;Sim;9284;20/07/2017;20/07/2017
12851;Sim;9285;20/07/2017;20/07/2017
12852;Sim;9286;20/07/2017;20/07/2017
12853;Sim;9287;20/07/2017;20/07/2017
12854;Sim;9456;22/09/2017;22/09/2017
12855;Sim;9432;18/09/2017;18/09/2017
12856;Sim;9474;22/09/2017;22/09/2017
12857;Sim;9450;18/09/2017;18/09/2017
12858;Sim;9468;22/09/2017;22/09/2017
12859;Sim;9444;18/09/2017;18/09/2017
12860;Sim;9462;22/09/2017;22/09/2017
12861;Sim;9438;18/09/2017;18/09/2017
12862;Sim;9475;22/09/2017;22/09/2017
12863;Sim;9451;18/09/2017;18/09/2017
12864;Sim;9469;22/09/2017;22/09/2017
12865;Sim;9445;18/09/2017;18/09/2017
12866;Sim;9463;22/09/2017;22/09/2017
12867;Sim;9439;18/09/2017;18/09/2017
12868;Sim;9476;22/09/2017;22/09/2017
12869;Sim;9452;18/09/2017;18/09/2017
12870;Sim;9470;22/09/2017;22/09/2017
12871;Sim;9446;18/09/2017;18/09/2017
12872;Sim;9464;22/09/2017;22/09/2017
12873;Sim;9440;18/09/2017;18/09/2017
12874;Sim;9459;22/09/2017;22/09/2017
12875;Sim;9435;18/09/2017;18/09/2017
12876;Sim;9477;22/09/2017;22/09/2017
12877;Sim;9453;18/09/2017;18/09/2017
12878;Sim;9471;22/09/2017;22/09/2017
12879;Sim;9447;18/09/2017;18/09/2017
12880;Sim;9465;22/09/2017;22/09/2017
12881;Sim;9441;18/09/2017;18/09/2017
12882;Sim;9461;22/09/2017;22/09/2017
12883;Sim;9436;18/09/2017;18/09/2017
12884;Sim;9478;22/09/2017;22/09/2017
12885;Sim;9454;18/09/2017;18/09/2017
12886;Sim;9472;22/09/2017;22/09/2017
12887;Sim;9448;18/09/2017;18/09/2017
12888;Sim;9466;22/09/2017;22/09/2017
12889;Sim;9442;18/09/2017;18/09/2017
12890;Sim;9460;22/09/2017;22/09/2017
12891;Sim;9437;18/09/2017;18/09/2017
12892;Sim;9479;22/09/2017;22/09/2017
12893;Sim;9455;18/09/2017;18/09/2017
12894;Sim;9473;22/09/2017;22/09/2017
12895;Sim;9449;18/09/2017;18/09/2017
12896;Sim;9467;22/09/2017;22/09/2017
12897;Sim;9443;18/09/2017;18/09/2017
12898;Sim;9506;15/11/2017;15/11/2017
12899;Sim;9510;15/11/2017;15/11/2017
12900;Sim;9507;15/11/2017;15/11/2017
12901;Sim;9513;15/11/2017;15/11/2017
12902;Sim;9508;15/11/2017;15/11/2017
12903;Sim;9512;15/11/2017;15/11/2017
12904;Sim;9509;15/11/2017;15/11/2017
12905;Sim;9511;15/11/2017;15/11/2017
12906;Sim;9457;22/09/2017;22/09/2017
12907;Sim;9433;18/09/2017;18/09/2017
12908;Sim;9458;22/09/2017;22/09/2017
12909;Sim;9434;18/09/2017;18/09/2017
12910;Sim;9377;16/08/2017;16/08/2017
12911;Sim;9398;17/08/2017;17/08/2017
12912;Sim;9391;16/08/2017;16/08/2017
12913;Sim;9384;16/08/2017;16/08/2017
12914;Sim;9401;17/08/2017;17/08/2017
12915;Sim;9378;16/08/2017;16/08/2017
12916;Sim;9399;17/08/2017;17/08/2017
12917;Sim;9392;16/08/2017;16/08/2017
12918;Sim;9385;16/08/2017;16/08/2017
12919;Sim;9402;17/08/2017;17/08/2017
12920;Sim;9379;16/08/2017;16/08/2017
12921;Sim;9400;17/08/2017;17/08/2017
12922;Sim;9393;16/08/2017;16/08/2017
12923;Sim;9386;16/08/2017;16/08/2017
12924;Sim;9403;17/08/2017;17/08/2017
12925;Sim;9380;16/08/2017;16/08/2017
12926;Sim;9404;17/08/2017;17/08/2017
12927;Sim;9394;16/08/2017;16/08/2017
12928;Sim;9387;16/08/2017;16/08/2017
12929;Sim;9381;16/08/2017;16/08/2017
12930;Sim;9405;17/08/2017;17/08/2017
12931;Sim;9395;16/08/2017;16/08/2017
12932;Sim;9388;16/08/2017;16/08/2017
12933;Sim;9382;16/08/2017;16/08/2017
12934;Sim;9406;17/08/2017;17/08/2017
12935;Sim;9396;16/08/2017;16/08/2017
12936;Sim;9389;16/08/2017;16/08/2017
12937;Sim;9383;16/08/2017;16/08/2017
12938;Sim;9407;17/08/2017;17/08/2017
12939;Sim;9397;16/08/2017;16/08/2017
12940;Sim;9390;16/08/2017;16/08/2017
12941;Sim;9647;15/05/2018;15/05/2018
12942;Sim;9653;15/05/2018;15/05/2018
12943;Sim;9651;15/05/2018;15/05/2018
12944;Sim;9649;15/05/2018;15/05/2018
12945;Sim;9648;15/05/2018;15/05/2018
12946;Sim;9654;15/05/2018;15/05/2018
12947;Sim;9652;15/05/2018;15/05/2018
12948;Sim;9650;15/05/2018;15/05/2018
12949;Sim;9687;12/06/2018;12/06/2018
12950;Sim;9699;12/06/2018;12/06/2018
12951;Sim;9695;12/06/2018;12/06/2018
12952;Sim;9691;12/06/2018;12/06/2018
12953;Sim;9686;12/06/2018;12/06/2018
12954;Sim;9698;12/06/2018;12/06/2018
12955;Sim;9694;12/06/2018;12/06/2018
12956;Sim;9690;12/06/2018;12/06/2018
12957;Sim;9688;12/06/2018;12/06/2018
12958;Sim;9700;12/06/2018;12/06/2018
12959;Sim;9696;12/06/2018;12/06/2018
12960;Sim;9692;12/06/2018;12/06/2018
12961;Sim;9689;12/06/2018;12/06/2018
12962;Sim;9701;12/06/2018;12/06/2018
12963;Sim;9697;12/06/2018;12/06/2018
12964;Sim;9693;12/06/2018;12/06/2018
12965;Sim;8943;13/07/2016;13/07/2016
12966;Sim;8944;13/07/2016;13/07/2016
12967;Sim;8953;31/10/2016;31/10/2016
12968;Sim;8954;31/10/2016;31/10/2016
12969;Sim;8955;31/10/2016;31/10/2016
12970;Sim;8956;02/11/2016;02/11/2016
12971;Sim;8957;31/10/2016;31/10/2016
12972;Sim;8958;31/10/2016;31/10/2016
12973;Sim;8959;31/10/2016;31/10/2016
12974;Sim;9042;25/01/2019;25/01/2019
12975;Sim;9043;13/01/2017;13/01/2017
12976;Sim;9044;25/01/2019;25/01/2019
12977;Sim;9045;13/01/2017;13/01/2017
12978;Sim;9054;18/01/2017;18/01/2017
12979;Sim;9053;18/01/2017;18/01/2017
12980;Sim;8976;25/01/2019;25/01/2019
12981;Sim;8977;06/01/2017;06/01/2017
12982;Sim;9034;25/01/2019;25/01/2019
12983;Sim;9035;20/01/2017;20/01/2017
12984;Sim;9046;18/01/2017;18/01/2017
12985;Sim;9961;18/12/2019;18/12/2019
12986;Sim;9962;18/12/2019;18/12/2019
12987;Sim;9964;18/12/2019;18/12/2019
12988;Sim;9963;18/12/2019;18/12/2019
12989;Sim;8951;20/10/2016;20/10/2016
12990;Sim;8962;09/01/2020;09/01/2020
12991;Sim;8960;09/01/2020;09/01/2020
12992;Sim;8965;09/01/2020;09/01/2020
12993;Sim;8963;09/01/2020;09/01/2020
12994;Sim;8972;09/01/2020;09/01/2020
12995;Sim;8974;09/01/2020;09/01/2020
12996;Sim;8973;09/01/2020;09/01/2020
12997;Sim;8975;09/01/2020;09/01/2020
12998;Sim;9086;07/03/2017;07/03/2017
12999;Sim;9085;07/03/2017;07/03/2017
13000;Sim;9084;07/03/2017;07/03/2017
13001;Sim;8949;16/12/2016;16/12/2016
13002;Sim;8950;16/12/2016;16/12/2016
13003;Sim;8978;05/12/2016;05/12/2016
13004;Sim;8952;18/10/2018;18/10/2018
13005;Sim;9091;09/03/2017;09/03/2017
13006;Sim;9060;01/02/2017;01/02/2017
13007;Sim;9061;12/06/2018;12/06/2018
13010;Sim;9036;28/12/2016;28/12/2016
13011;Sim;9037;28/12/2016;28/12/2016
13012;Sim;9038;28/12/2016;28/12/2016
13013;Sim;9002;21/12/2016;21/12/2016
13014;Sim;9003;21/12/2016;21/12/2016
13015;Sim;9004;21/12/2016;21/12/2016
13016;Sim;9005;21/12/2016;21/12/2016
13017;Sim;9006;21/12/2016;21/12/2016
13018;Sim;9007;21/12/2016;21/12/2016
13019;Sim;9008;21/12/2016;21/12/2016
13020;Sim;9009;21/12/2016;21/12/2016
13021;Sim;9010;21/12/2016;21/12/2016
13022;Sim;9011;21/12/2016;21/12/2016
13023;Sim;9012;21/12/2016;21/12/2016
13024;Sim;9013;21/12/2016;21/12/2016
13025;Sim;9014;21/12/2016;21/12/2016
13026;Sim;9015;21/12/2016;21/12/2016
13027;Sim;9016;21/12/2016;21/12/2016
13028;Sim;9017;21/12/2016;21/12/2016
13029;Sim;9018;21/12/2016;21/12/2016
13030;Sim;9019;21/12/2016;21/12/2016
13031;Sim;9020;21/12/2016;21/12/2016
13032;Sim;8984;21/12/2016;21/12/2016
13033;Sim;8985;21/12/2016;21/12/2016
13034;Sim;8986;21/12/2016;21/12/2016
13035;Sim;9028;22/12/2016;22/12/2016
13036;Sim;9029;22/12/2016;22/12/2016
13037;Sim;8982;21/12/2016;21/12/2016
13038;Sim;8983;21/12/2016;21/12/2016
13039;Sim;8987;21/12/2016;21/12/2016
13040;Sim;8988;21/12/2016;21/12/2016
13041;Sim;8989;21/12/2016;21/12/2016
13042;Sim;8990;21/12/2016;21/12/2016
13043;Sim;8991;21/12/2016;21/12/2016
13044;Sim;8992;21/12/2016;21/12/2016
13045;Sim;8993;21/12/2016;21/12/2016
13046;Sim;8994;21/12/2016;21/12/2016
13047;Sim;8995;21/12/2016;21/12/2016
13048;Sim;8996;21/12/2016;21/12/2016
13049;Sim;8997;21/12/2016;21/12/2016
13050;Sim;8998;21/12/2016;21/12/2016
13051;Sim;8999;21/12/2016;21/12/2016
13052;Sim;9000;21/12/2016;21/12/2016
13053;Sim;9001;21/12/2016;21/12/2016
13054;Sim;9021;22/12/2016;22/12/2016
13055;Sim;9022;22/12/2016;22/12/2016
13056;Sim;9023;22/12/2016;22/12/2016
13057;Sim;9024;22/12/2016;22/12/2016
13058;Sim;9026;22/12/2016;22/12/2016
13059;Sim;9025;22/12/2016;22/12/2016
13060;Sim;9027;22/12/2016;22/12/2016
13061;Sim;9031;22/12/2016;22/12/2016
13062;Sim;9030;22/12/2016;22/12/2016
13063;Sim;9039;02/01/2017;02/01/2017
13064;Sim;9040;02/01/2017;02/01/2017
13065;Sim;9041;02/01/2017;02/01/2017
13067;Sim;9032;22/12/2016;22/12/2016
13068;Sim;9033;29/12/2016;29/12/2016
13069;Sim;9155;01/12/2022;01/12/2022
13070;Sim;9156;07/04/2017;07/04/2017
13071;Sim;9157;01/12/2022;01/12/2022
13072;Sim;9158;01/12/2022;01/12/2022
13073;Sim;9159;11/04/2017;11/04/2017
13074;Sim;9160;01/12/2022;01/12/2022
13075;Sim;9161;07/12/2022;07/12/2022
13076;Sim;9162;01/12/2022;01/12/2022
13077;Sim;9163;11/04/2017;11/04/2017
13079;Sim;9164;11/04/2017;11/04/2017
13080;Sim;9058;16/01/2017;16/01/2017
13081;Sim;9165;11/04/2017;11/04/2017
13082;Sim;9055;25/01/2019;25/01/2019
13083;Sim;9056;12/01/2017;12/01/2017
13084;Sim;9480;02/10/2017;02/10/2017
13085;Sim;9481;02/10/2017;02/10/2017
13086;Sim;9144;05/04/2017;05/04/2017
13088;Sim;9482;02/10/2017;02/10/2017
13089;Sim;9088;09/03/2017;09/03/2017
13090;Sim;9089;09/03/2017;09/03/2017
13091;Sim;9092;09/03/2017;09/03/2017
13092;Sim;9093;09/03/2017;09/03/2017
13093;Sim;9094;09/03/2017;09/03/2017
13094;Sim;9096;09/03/2017;09/03/2017
13095;Sim;9087;09/03/2017;09/03/2017
13096;Sim;9097;09/03/2017;09/03/2017
13097;Sim;9095;09/03/2017;09/03/2017
13098;Sim;9098;10/03/2017;10/03/2017
13099;Sim;9062;06/02/2017;06/02/2017
13100;Sim;9072;11/03/2021;11/03/2021
13101;Sim;9073;01/03/2017;01/03/2017
13102;Sim;9074;01/03/2017;01/03/2017
13103;Sim;9075;01/03/2017;01/03/2017
13104;Sim;9076;01/03/2017;01/03/2017
13105;Sim;9077;01/03/2017;01/03/2017
13106;Sim;9078;01/03/2017;01/03/2017
13107;Sim;9079;28/06/2021;28/06/2021
13108;Sim;9080;01/03/2017;01/03/2017
13109;Sim;9081;01/03/2017;01/03/2017
13110;Sim;9082;01/03/2017;01/03/2017
13111;Sim;9083;01/03/2017;01/03/2017
13112;Sim;9103;27/03/2017;27/03/2017
13113;Sim;9090;09/03/2017;09/03/2017
13114;Sim;9109;29/03/2017;29/03/2017
13115;Sim;9110;29/03/2017;29/03/2017
13116;Sim;9104;27/03/2017;27/03/2017
13117;Sim;9105;27/03/2017;27/03/2017
13118;Sim;9099;10/03/2017;10/03/2017
13119;Sim;9100;14/03/2017;14/03/2017
13120;Sim;9107;27/03/2017;27/03/2017
13121;Sim;9108;27/03/2017;27/03/2017
13122;Sim;9116;30/03/2017;30/03/2017
13123;Sim;9117;30/03/2017;30/03/2017
13124;Sim;9119;30/03/2017;30/03/2017
13125;Sim;9121;30/03/2017;30/03/2017
13126;Sim;9122;05/04/2017;05/04/2017
13127;Sim;9124;30/03/2017;30/03/2017
13128;Sim;9118;30/03/2017;30/03/2017
13129;Sim;9120;30/03/2017;30/03/2017
13130;Sim;9125;30/03/2017;30/03/2017
13131;Sim;9123;05/04/2017;05/04/2017
13132;Sim;9126;30/03/2017;30/03/2017
13133;Sim;9127;05/04/2017;05/04/2017
13134;Sim;9128;30/03/2017;30/03/2017
13135;Sim;9129;06/04/2017;06/04/2017
13136;Sim;9130;07/04/2017;07/04/2017
13137;Sim;9131;06/04/2017;06/04/2017
13138;Sim;9101;21/03/2017;21/03/2017
13139;Sim;9132;07/04/2017;07/04/2017
13140;Sim;9145;17/07/2017;17/07/2017
13148;Sim;9113;30/03/2017;30/03/2017
13149;Sim;9150;07/04/2017;07/04/2017
13150;Sim;9114;30/03/2017;30/03/2017
13151;Sim;9102;27/03/2017;27/03/2017
13152;Sim;9112;29/03/2017;29/03/2017
13153;Sim;9142;04/04/2017;04/04/2017
13154;Sim;9106;27/03/2017;27/03/2017
13155;Sim;9115;30/03/2017;30/03/2017
13156;Sim;9148;17/07/2017;17/07/2017
13158;Sim;9111;29/03/2017;29/03/2017
13159;Sim;9615;19/02/2020;19/02/2020
13160;Sim;9147;27/01/2023;27/01/2023
13161;Sim;9616;01/03/2018;01/03/2018
13162;Sim;9182;22/03/2019;22/03/2019
13163;Sim;9183;22/03/2019;22/03/2019
13164;Sim;9184;19/04/2017;19/04/2017
13165;Sim;9185;19/04/2017;19/04/2017
13167;Sim;9598;19/02/2018;19/02/2018
13168;Sim;9599;19/02/2018;19/02/2018
13169;Sim;9600;19/02/2018;19/02/2018
13170;Sim;9601;19/02/2018;19/02/2018
13171;Sim;9602;19/02/2018;19/02/2018
13172;Sim;9609;19/02/2018;19/02/2018
13173;Sim;9608;19/02/2018;19/02/2018
13174;Sim;9151;24/05/2017;24/05/2017
13175;Sim;9152;24/05/2017;24/05/2017
