geocod,geodsg,dim_3_t,municip,<1 ano,ars,nuts3,aces2,0 - 4 anos,5 - 9 anos,10 - 14 anos,15 - 19 anos,20 - 24 anos,25 - 29 anos,30 - 34 anos,35 - 39 anos,40 - 44 anos,45 - 49 anos,50 - 54 anos,55 - 59 anos,60 - 64 anos,65 - 69 anos,70 - 74 anos,75 - 80 anos,81 - 84 anos,85 e mais anos,Total
4205,Ribeira Grande,H,Ribeira Grande,141,Açores,Região Autónoma dos Açores,USI São Miguel,790,922,1136,1166,1177,1054,1122,1278,1329,1268,1042,943,823,601,341,227,126,119,15605
4205,Ribeira Grande,M,Ribeira Grande,144,Açores,Região Autónoma dos Açores,USI São Miguel,696,897,1179,1097,1025,1010,1131,1256,1393,1180,1010,984,854,588,423,352,260,304,15783
4401,Santa Cruz da Graciosa,H,Santa Cruz da Graciosa,15,Açores,Região Autónoma dos Açores,USI Graciosa,77,99,126,103,116,108,130,119,163,136,131,151,156,123,104,65,63,35,2020
4401,Santa Cruz da Graciosa,M,Santa Cruz da Graciosa,17,Açores,Região Autónoma dos Açores,USI Graciosa,69,104,84,96,109,109,124,140,156,131,124,167,140,130,105,100,77,88,2070
4802,Santa Cruz das Flores,H,Santa Cruz das Flores,7,Açores,Região Autónoma dos Açores,USI Flores,41,56,41,33,53,47,74,75,93,88,67,89,79,55,38,35,27,12,1010
4802,Santa Cruz das Flores,M,Santa Cruz das Flores,9,Açores,Região Autónoma dos Açores,USI Flores,35,44,45,48,53,52,66,69,83,66,75,78,67,66,49,34,43,28,1010
4603,São Roque do Pico,H,São Roque do Pico,13,Açores,Região Autónoma dos Açores,USI Pico,55,70,73,78,66,83,116,104,131,128,108,133,115,87,90,49,39,33,1571
4603,São Roque do Pico,M,São Roque do Pico,9,Açores,Região Autónoma dos Açores,USI Pico,52,84,69,65,63,80,111,102,118,128,120,132,130,93,89,74,53,77,1649
4502,Velas,H,Velas,26,Açores,Região Autónoma dos Açores,USI São Jorge,77,112,130,119,124,136,145,169,215,188,186,198,166,148,111,93,64,36,2443
4502,Velas,M,Velas,14,Açores,Região Autónoma dos Açores,USI São Jorge,74,87,98,112,127,128,151,152,205,200,186,191,189,140,127,117,100,95,2493
4302,Vila da Praia da Vitória,H,Vila da Praia da Vitória,76,Açores,Região Autónoma dos Açores,USI Terceira,366,429,467,547,569,515,624,754,764,639,705,764,734,565,415,276,177,110,9496
4302,Vila da Praia da Vitória,M,Vila da Praia da Vitória,73,Açores,Região Autónoma dos Açores,USI Terceira,322,441,458,480,537,564,606,722,779,752,687,780,737,635,474,384,295,241,9967
4101,Vila do Porto,H,Vila do Porto,25,Açores,Região Autónoma dos Açores,USI Santa Maria,102,121,137,143,166,168,151,183,239,200,189,183,217,138,95,66,39,28,2590
4101,Vila do Porto,M,Vila do Porto,19,Açores,Região Autónoma dos Açores,USI Santa Maria,108,116,144,155,155,165,166,200,215,196,207,208,183,177,132,90,83,97,2816
4206,Vila Franca do Campo,H,Vila Franca do Campo,35,Açores,Região Autónoma dos Açores,USI São Miguel,187,282,305,322,370,369,365,341,391,399,384,399,318,285,186,114,76,49,5177
4206,Vila Franca do Campo,M,Vila Franca do Campo,38,Açores,Região Autónoma dos Açores,USI São Miguel,155,235,294,285,343,346,314,365,432,421,381,358,350,240,206,158,115,110,5146
3101,Calheta,H,Calheta [R.A. Madeira],27,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,153,238,241,311,299,221,242,311,382,401,432,409,342,289,277,200,130,105,5010
3101,Calheta,M,Calheta [R.A. Madeira],37,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,144,179,260,280,252,213,265,316,356,447,435,480,474,396,404,354,298,315,5905
3102,Câmara de Lobos,H,Câmara de Lobos,150,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,609,757,941,1116,1111,977,958,1050,1219,1378,1255,1154,878,674,521,309,198,133,15388
3102,Câmara de Lobos,M,Câmara de Lobos,147,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,605,737,898,1010,1117,981,929,1103,1199,1321,1287,1338,1088,905,740,569,422,378,16774
3103,Funchal,H,Funchal,346,Madeira,Região Autónoma da Madeira,ACeS Funchal,1534,2027,2565,2805,2901,2548,2633,3213,3734,3999,3979,4194,3687,2997,2437,1696,1050,800,49145
3103,Funchal,M,Funchal,345,Madeira,Região Autónoma da Madeira,ACeS Funchal,1487,1977,2366,2735,2684,2573,2664,3490,4033,4502,4547,4964,4387,3846,3335,2625,2019,2058,56637
3104,Machico,H,Machico,65,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,258,363,469,608,587,510,484,602,711,859,811,831,732,597,409,281,185,116,9478
3104,Machico,M,Machico,56,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,255,342,408,539,558,426,473,555,712,811,844,902,801,739,521,458,355,360,10115
3105,Ponta do Sol,H,Ponta do Sol,28,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,119,158,220,274,245,207,215,208,288,331,304,329,240,231,183,141,82,56,3859
3105,Ponta do Sol,M,Ponta do Sol,23,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,110,178,204,260,251,213,179,231,346,323,389,354,317,262,237,273,195,156,4501
3106,Porto Moniz,H,Porto Moniz,6,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,24,52,51,59,57,60,66,68,75,96,83,93,85,77,72,44,30,23,1121
3106,Porto Moniz,M,Porto Moniz,4,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,19,34,44,67,76,36,49,71,85,72,102,126,111,120,121,88,85,86,1396
3201,Porto Santo,H,Porto Santo,12,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,53,106,119,156,137,131,136,183,181,211,215,240,226,164,113,73,44,36,2536
3201,Porto Santo,M,Porto Santo,13,Madeira,Região Autónoma da Madeira,ACeS Porto Santo,67,91,121,117,137,124,115,189,192,221,220,251,216,163,128,88,83,77,2613
3107,Ribeira Brava,H,Ribeira Brava,43,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,208,256,314,426,357,313,299,381,447,505,486,429,369,339,238,168,103,86,5767
3107,Ribeira Brava,M,Ribeira Brava,38,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,191,250,312,397,402,316,321,395,459,532,535,579,482,404,401,346,276,277,6913
3108,Santa Cruz,H,Santa Cruz,160,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,795,1013,1235,1257,1117,1058,1146,1502,1940,1944,1738,1555,1139,955,696,452,279,171,20152
3108,Santa Cruz,M,Santa Cruz,149,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,763,1012,1187,1219,1117,1072,1259,1626,2111,2034,1800,1650,1381,1092,823,640,548,533,22016
3109,Santana,H,Santana,11,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,96,108,130,156,167,125,156,190,212,215,230,284,237,214,172,113,89,68,2973
3109,Santana,M,Santana,16,Madeira,Região Autónoma da Madeira,ACeS Madeira Este,77,93,121,169,165,130,137,151,211,223,235,348,290,278,242,260,205,229,3580
3110,São Vicente,H,São Vicente,21,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,50,87,116,138,115,125,116,125,163,158,156,187,199,150,135,108,55,52,2256
3110,São Vicente,M,São Vicente,9,Madeira,Região Autónoma da Madeira,ACeS Madeira Oeste,61,83,91,117,121,102,109,134,150,163,186,230,222,224,174,164,132,137,2609
